park_name,park_type,borough,month,raw_visitor_counts_2019,TAVG_2019,raw_visitor_counts_2020,TAVG_2020,visits_adj_rate,visits_base_adjtd,visit_change_rate
"""Uncle"" Vito E. Maranzano Glendale Playground",Playground,Queens,1,193.0,-0.3230769230769231,254.0,3.085714285714286,0.1665500783818733,225.1441651277016,12.816603466464
Abigail Playground,Playground,Bronx,1,563.0,-0.3230769230769231,588.0,3.085714285714286,0.1665500783818733,656.7676941289948,-10.470626789917626
Admiral Farragut Playground,Playground,Bronx,1,433.0,-0.3230769230769231,519.0,3.085714285714286,0.1665500783818733,505.1161839393512,2.748638135561272
American Playground,Playground,Brooklyn,1,60.0,-0.3230769230769231,89.0,3.085714285714286,0.1665500783818733,69.9930047029124,27.1555641563945
Annunciation Park,Playground,Upper Manhattan,1,391.0,-0.3230769230769231,403.0,3.085714285714286,0.1665500783818733,456.1210806473125,-11.646267384073711
Arverne Playground,Playground,Queens,1,249.0,-0.3230769230769231,224.0,3.085714285714286,0.1665500783818733,290.4709695170865,-22.883859832049904
Astoria Health Playground,Playground,Queens,1,191.0,-0.3230769230769231,183.0,3.085714285714286,0.1665500783818733,222.81106497093785,-17.86763371744152
Bailey Playground,Playground,Bronx,1,268.0,-0.3230769230769231,236.0,3.085714285714286,0.1665500783818733,312.6354210063421,-24.51271220633297
Bath Beach Park,Playground,Brooklyn,1,324.0,-0.3230769230769231,404.0,3.085714285714286,0.1665500783818733,377.962225395727,6.888988595887175
Beach 59th St Playground,Playground,Queens,1,146.0,-0.3230769230769231,137.0,3.085714285714286,0.1665500783818733,170.3163114437535,-19.56143317180523
Beanstalk Playground,Playground,Bronx,1,793.0,-0.3230769230769231,677.0,3.085714285714286,0.1665500783818733,925.0742121568256,-26.816682261462734
Bedford Playground,Playground,Brooklyn,1,196.0,-0.3230769230769231,191.0,3.085714285714286,0.1665500783818733,228.6438153628472,-16.463955214842873
Behagen Playground,Playground,Bronx,1,703.0,-0.3230769230769231,722.0,3.085714285714286,0.1665500783818733,820.0847051024571,-11.96031391540254
Benninger Playground,Playground,Queens,1,285.0,-0.3230769230769231,329.0,3.085714285714286,0.1665500783818733,332.46677233883395,-1.0427425015877323
Berry Playground,Playground,Brooklyn,1,135.0,-0.3230769230769231,108.0,3.085714285714286,0.1665500783818733,157.48426058155292,-31.42171820778724
Bill Bojangles Robinson Playground,Playground,Upper Manhattan,1,399.0,-0.3230769230769231,580.0,3.085714285714286,0.1665500783818733,465.4534812743675,24.60965989813096
Bland Playground,Playground,Queens,1,44.0,-0.3230769230769231,73.0,3.085714285714286,0.1665500783818733,51.32820344880243,42.22200485316852
Brevoort Playground,Playground,Brooklyn,1,288.0,-0.3230769230769231,335.0,3.085714285714286,0.1665500783818733,335.9664225739796,-0.2876545121906537
Bridge Playground,Playground,Bronx,1,522.0,-0.3230769230769231,610.0,3.085714285714286,0.1665500783818733,608.9391409153379,0.1742143037590621
Brighton Playground,Playground,Brooklyn,1,390.0,-0.3230769230769231,538.0,3.085714285714286,0.1665500783818733,454.9545305689306,18.253575654520724
Brizzi Playground,Playground,Brooklyn,1,302.0,-0.3230769230769231,366.0,3.085714285714286,0.1665500783818733,352.2981236713257,3.889284503103775
Bufano Park,Playground,Bronx,1,139.0,-0.3230769230769231,225.0,3.085714285714286,0.1665500783818733,162.1504608950804,38.76001261913552
Captain Jacob Joseph Playground,Playground,Lower Manhattan,1,236.0,-0.3230769230769231,243.0,3.085714285714286,0.1665500783818733,275.3058184981221,-11.734520786505817
Captain Rivera Playground,Playground,Bronx,1,525.0,-0.3230769230769231,610.0,3.085714285714286,0.1665500783818733,612.4387911504836,-0.3982097779767043
Carmansville Playground,Playground,Upper Manhattan,1,364.0,-0.3230769230769231,419.0,3.085714285714286,0.1665500783818733,424.6242285310019,-1.3245189871663854
Classon Playground,Playground,Brooklyn,1,277.0,-0.3230769230769231,256.0,3.085714285714286,0.1665500783818733,323.1343717117789,-20.775992153400423
Cleopatra Playground,Playground,Bronx,1,510.0,-0.3230769230769231,482.0,3.085714285714286,0.1665500783818733,594.9405399747554,-18.98350043174865
Coleman Playground,Playground,Lower Manhattan,1,809.0,-0.3230769230769231,768.0,3.085714285714286,0.1665500783818733,943.7390134109356,-18.62156919589092
Colonel David Marcus Playground,Playground,Brooklyn,1,328.0,-0.3230769230769231,513.0,3.085714285714286,0.1665500783818733,382.6284257092545,34.0726317050501
Courtney Callender Playground,Playground,Upper Manhattan,1,425.0,-0.3230769230769231,729.0,3.085714285714286,0.1665500783818733,495.7837833122962,47.0399041956562
Crack Is Wack Playground,Playground,Upper Manhattan,1,355.0,-0.3230769230769231,412.0,3.085714285714286,0.1665500783818733,414.125277825565,-0.5131968366490853
Crispus Attucks Playground,Playground,Brooklyn,1,346.0,-0.3230769230769231,355.0,3.085714285714286,0.1665500783818733,403.6263271201282,-12.047362585854302
Curtis Playground,Playground,Brooklyn,1,185.0,-0.3230769230769231,233.0,3.085714285714286,0.1665500783818733,215.81176450064655,7.964457145848473
D'Emic Playground,Playground,Brooklyn,1,326.0,-0.3230769230769231,332.0,3.085714285714286,0.1665500783818733,380.29532555249074,-12.699426552857988
Dan Ross Playground,Playground,Brooklyn,1,228.0,-0.3230769230769231,200.0,3.085714285714286,0.1665500783818733,265.9734178710671,-24.80451557871407
Daniel Boone Playground,Playground,Bronx,1,650.0,-0.3230769230769231,521.0,3.085714285714286,0.1665500783818733,758.2575509482177,-31.289836896648364
Davidson Playground,Playground,Bronx,1,172.0,-0.3230769230769231,168.0,3.085714285714286,0.1665500783818733,200.64661348168224,-16.270702462996052
De Witt Clinton Park,Playground,Lower Manhattan,1,582.0,-0.3230769230769231,605.0,3.085714285714286,0.1665500783818733,678.9321456182503,-10.88947490487817
DeSalvio Playground,Playground,Lower Manhattan,1,107.0,-0.3230769230769231,109.0,3.085714285714286,0.1665500783818733,124.82085838686044,-12.674851456177672
Drew Playground,Playground,Bronx,1,382.0,-0.3230769230769231,353.0,3.085714285714286,0.1665500783818733,445.6221299418757,-20.78490355807884
Ehrenreich-Austin Playground,Playground,Queens,1,479.0,-0.3230769230769231,641.0,3.085714285714286,0.1665500783818733,558.7774875449173,14.714714584573024
Elizabeth Stroud Playground,Playground,Brooklyn,1,1419.0,-0.3230769230769231,1430.0,3.085714285714286,0.1665500783818733,1655.3345612238784,-13.612629525313382
Elton Playground,Playground,Brooklyn,1,167.0,-0.3230769230769231,193.0,3.085714285714286,0.1665500783818733,194.81386308977287,-0.9310749558603092
Ennis Playground,Playground,Brooklyn,1,85.0,-0.3230769230769231,102.0,3.085714285714286,0.1665500783818733,99.15675666245924,2.867422688319139
Epiphany Playground,Playground,Brooklyn,1,235.0,-0.3230769230769231,226.0,3.085714285714286,0.1665500783818733,274.13926841974023,-17.560150611488908
Flynn Playground,Playground,Bronx,1,329.0,-0.3230769230769231,414.0,3.085714285714286,0.1665500783818733,383.7949757876364,7.870093700517032
Fordham Landing Playground,Playground,Bronx,1,498.0,-0.3230769230769231,486.0,3.085714285714286,0.1665500783818733,580.941939034173,-16.342758657089853
Fort Independence Playground,Playground,Bronx,1,121.0,-0.3230769230769231,116.0,3.085714285714286,0.1665500783818733,141.15255948420668,-17.819414381232637
Fox Playground,Playground,Bronx,1,531.0,-0.3230769230769231,529.0,3.085714285714286,0.1665500783818733,619.4380916207748,-14.60002102617573
Freedom Square Playground,Playground,Queens,1,162.0,-0.3230769230769231,156.0,3.085714285714286,0.1665500783818733,188.9811126978635,-17.452068213077233
Frost Playground,Playground,Brooklyn,1,404.0,-0.3230769230769231,368.0,3.085714285714286,0.1665500783818733,471.2862316662769,-21.91581776134191
Galileo Playground,Playground,Bronx,1,278.0,-0.3230769230769231,264.0,3.085714285714286,0.1665500783818733,324.3009217901608,-18.59412593010716
Garibaldi Playground,Playground,Brooklyn,1,218.0,-0.3230769230769231,323.0,3.085714285714286,0.1665500783818733,254.3079170872484,27.011381989017902
Garrison Playground,Playground,Bronx,1,401.0,-0.3230769230769231,443.0,3.085714285714286,0.1665500783818733,467.78658143113125,-5.298694407885747
Gene Gray Playground,Playground,Queens,1,124.0,-0.3230769230769231,152.0,3.085714285714286,0.1665500783818733,144.6522097193523,5.079625326777622
Gouverneur Playground,Playground,Bronx,1,546.0,-0.3230769230769231,679.0,3.085714285714286,0.1665500783818733,636.9363427965029,6.604059837253808
Grand Playground,Playground,Bronx,1,271.0,-0.3230769230769231,234.0,3.085714285714286,0.1665500783818733,316.1350712414877,-25.98100581467811
Greenpoint Playground,Playground,Brooklyn,1,187.0,-0.3230769230769231,191.0,3.085714285714286,0.1665500783818733,218.14486465741032,-12.44350386154654
Gun Hill Playground,Playground,Bronx,1,313.0,-0.3230769230769231,360.0,3.085714285714286,0.1665500783818733,365.1301745335264,-1.4050261773298929
Half-Nelson Playground,Playground,Bronx,1,314.0,-0.3230769230769231,252.0,3.085714285714286,0.1665500783818733,366.29672461190825,-31.20331603647446
Havemeyer Playground,Playground,Bronx,1,338.0,-0.3230769230769231,326.0,3.085714285714286,0.1665500783818733,394.2939264930732,-17.32056263216953
Heckscher Playground,Playground,Brooklyn,1,419.0,-0.3230769230769231,446.0,3.085714285714286,0.1665500783818733,488.7844828420049,-8.75324081346392
Hines Park,Playground,Bronx,1,734.0,-0.3230769230769231,698.0,3.085714285714286,0.1665500783818733,856.247757532295,-18.48153833282611
Homecrest Playground,Playground,Brooklyn,1,466.0,-0.3230769230769231,502.0,3.085714285714286,0.1665500783818733,543.612336525953,-7.654781492245684
Horseshoe Playground,Playground,Bronx,1,459.0,-0.3230769230769231,1354.0,3.085714285714286,0.1665500783818733,535.4464859772798,152.87307610745123
Imagination Playground,Playground,Lower Manhattan,1,278.0,-0.3230769230769231,310.0,3.085714285714286,0.1665500783818733,324.3009217901608,-4.409769084595526
Jaime Campiz Playground,Playground,Brooklyn,1,295.0,-0.3230769230769231,528.0,3.085714285714286,0.1665500783818733,344.13227312265263,53.42937621308619
Jennie Jerome Playground,Playground,Bronx,1,634.0,-0.3230769230769231,712.0,3.085714285714286,0.1665500783818733,739.5927496941077,-3.730803162351169
John Allen Payne Park,Playground,Brooklyn,1,238.0,-0.3230769230769231,348.0,3.085714285714286,0.1665500783818733,277.63891865488586,25.342657897531733
Josephine Caminiti Playground,Playground,Queens,1,551.0,-0.3230769230769231,625.0,3.085714285714286,0.1665500783818733,642.7690931884123,-2.764459800061311
Kolbert Playground,Playground,Brooklyn,1,838.0,-0.3230769230769231,1132.0,3.085714285714286,0.1665500783818733,977.56896568401,15.797456725514394
Lafayette Playground,Playground,Brooklyn,1,250.0,-0.3230769230769231,218.0,3.085714285714286,0.1665500783818733,291.63751959546835,-25.249672846488085
Lefferts Playground,Playground,Queens,1,612.0,-0.3230769230769231,517.0,3.085714285714286,0.1665500783818733,713.9286479697065,-27.583799659775327
Levy Playground,Playground,Staten Island,1,331.0,-0.3230769230769231,439.0,3.085714285714286,0.1665500783818733,386.1280759444001,13.69284632470318
Lewis Playground,Playground,Brooklyn,1,304.0,-0.3230769230769231,304.0,3.085714285714286,0.1665500783818733,354.6312238280895,-14.277147759734044
Linwood Playground,Playground,Brooklyn,1,221.0,-0.3230769230769231,238.0,3.085714285714286,0.1665500783818733,257.80756732239405,-7.683082202790521
Lion's Pride Playground,Playground,Brooklyn,1,240.0,-0.3230769230769231,248.0,3.085714285714286,0.1665500783818733,279.9720188116496,-11.419719351725178
Little Claremont Park,Playground,Bronx,1,359.0,-0.3230769230769231,358.0,3.085714285714286,0.1665500783818733,418.7914781390925,-14.515930077952056
Little Flower Playground,Playground,Lower Manhattan,1,665.0,-0.3230769230769231,613.0,3.085714285714286,0.1665500783818733,775.7558021239458,-20.98028808528868
Lt. Joseph Petrosino Park,Playground,Brooklyn,1,711.0,-0.3230769230769231,771.0,3.085714285714286,0.1665500783818733,829.417105729512,-7.043151790091345
Lt. Lia Playground,Playground,Staten Island,1,266.0,-0.3230769230769231,325.0,3.085714285714286,0.1665500783818733,310.30232084957834,4.736567586791105
MacArthur Park,Playground,Lower Manhattan,1,325.0,-0.3230769230769231,341.0,3.085714285714286,0.1665500783818733,379.12877547410886,-10.056945803290189
MacLaughlin Playground,Playground,Bronx,1,104.0,-0.3230769230769231,127.0,3.085714285714286,0.1665500783818733,121.32120815171484,4.680790716478609
Marble Hill Playground,Playground,Upper Manhattan,1,632.0,-0.3230769230769231,1896.0,3.085714285714286,0.1665500783818733,737.259649537344,157.16855672079782
Margaret I. Carman Green - Weeping Beech,Playground,Queens,1,420.0,-0.3230769230769231,443.0,3.085714285714286,0.1665500783818733,489.9510329203868,-9.582801089433763
Martin Luther King Jr. Playground,Playground,Brooklyn,1,637.0,-0.3230769230769231,616.0,3.085714285714286,0.1665500783818733,743.0923999292534,-17.10317585556699
Martin Luther Playground,Playground,Brooklyn,1,1033.0,-0.3230769230769231,1107.0,3.085714285714286,0.1665500783818733,1205.0462309684751,-8.13630452083793
Mary O'Connor Playground,Playground,Lower Manhattan,1,207.0,-0.3230769230769231,229.0,3.085714285714286,0.1665500783818733,241.4758662250478,-5.1665064588362215
Matthews - Palmer Playground,Playground,Lower Manhattan,1,367.0,-0.3230769230769231,372.0,3.085714285714286,0.1665500783818733,428.1238787661475,-13.109261489430692
Maurice A Fitzgerald Playground,Playground,Queens,1,212.0,-0.3230769230769231,294.0,3.085714285714286,0.1665500783818733,247.30861661695715,18.87980452187826
McCaffrey Playground,Playground,Lower Manhattan,1,280.0,-0.3230769230769231,672.0,3.085714285714286,0.1665500783818733,326.6340219469246,105.73484537663826
McLaughlin Playground,Playground,Queens,1,93.0,-0.3230769230769231,84.0,3.085714285714286,0.1665500783818733,108.48915728951422,-22.57290765395333
Merriam Playground,Playground,Bronx,1,637.0,-0.3230769230769231,603.0,3.085714285714286,0.1665500783818733,743.0923999292534,-18.85262181965405
Middleton Playground,Playground,Brooklyn,1,141.0,-0.3230769230769231,161.0,3.085714285714286,0.1665500783818733,164.48356105184416,-2.1178779384197344
Millbrook Playground,Playground,Bronx,1,948.0,-0.3230769230769231,965.0,3.085714285714286,0.1665500783818733,1105.889474306016,-12.73992361618497
Morris Garden,Playground,Bronx,1,560.0,-0.3230769230769231,531.0,3.085714285714286,0.1665500783818733,653.2680438938492,-18.71636689360497
Mother Cabrini Park,Playground,Brooklyn,1,114.0,-0.3230769230769231,141.0,3.085714285714286,0.1665500783818733,132.98670893553356,6.025633034013162
Mount Hope Playground,Playground,Bronx,1,471.0,-0.3230769230769231,553.0,3.085714285714286,0.1665500783818733,549.4450869178623,0.6470006133058918
Nehemiah Park,Playground,Brooklyn,1,710.0,-0.3230769230769231,617.0,3.085714285714286,0.1665500783818733,828.2505556511301,-25.505634039092826
Noble Playground,Playground,Bronx,1,523.0,-0.3230769230769231,532.0,3.085714285714286,0.1665500783818733,610.1056909937198,-12.80199351468167
Norelli-Hargreaves Playground,Playground,Queens,1,358.0,-0.3230769230769231,540.0,3.085714285714286,0.1665500783818733,417.62492806071066,29.302626284200045
North Pacific Playground,Playground,Brooklyn,1,195.0,-0.3230769230769231,159.0,3.085714285714286,0.1665500783818733,227.4772652844653,-30.10290509639853
Ogden Plimpton Playground,Playground,Bronx,1,258.0,-0.3230769230769231,221.0,3.085714285714286,0.1665500783818733,300.96992022252334,-26.570735096516373
Palmetto Playground,Playground,Brooklyn,1,343.0,-0.3230769230769231,348.0,3.085714285714286,0.1665500783818733,400.1266768849826,-13.027543499671864
Parkside Playground,Playground,Bronx,1,540.0,-0.3230769230769231,504.0,3.085714285714286,0.1665500783818733,629.9370423262117,-19.992004575751785
Pat Williams Playground,Playground,Queens,1,125.0,-0.3230769230769231,135.0,3.085714285714286,0.1665500783818733,145.81875979773417,-7.419319580512769
Paul Raimonda Playground,Playground,Queens,1,273.0,-0.3230769230769231,368.0,3.085714285714286,0.1665500783818733,318.46817139825146,15.553148807391462
Pearl St Playground,Playground,Lower Manhattan,1,399.0,-0.3230769230769231,468.0,3.085714285714286,0.1665500783818733,465.4534812743675,0.5471048833194605
Pfc Norton Playground,Playground,Brooklyn,1,155.0,-0.3230769230769231,157.0,3.085714285714286,0.1665500783818733,180.8152621491904,-13.171046440504808
Pink Playground,Playground,Brooklyn,1,344.0,-0.3230769230769231,365.0,3.085714285714286,0.1665500783818733,401.2932269633645,-9.044066663671304
Playground 115,Playground,Queens,1,141.0,-0.3230769230769231,169.0,3.085714285714286,0.1665500783818733,164.48356105184416,2.745829990105993
Playground One Forty,Playground,Queens,1,387.0,-0.3230769230769231,958.0,3.085714285714286,0.1665500783818733,451.454880333785,112.20282285833277
Playground Thirty Five XXXV,Playground,Queens,1,124.0,-0.3230769230769231,125.0,3.085714285714286,0.1665500783818733,144.6522097193523,-13.585834435215771
Playground of the Americas,Playground,Lower Manhattan,1,292.0,-0.3230769230769231,244.0,3.085714285714286,0.1665500783818733,340.632622887507,-28.36857552525721
Plimpton Playground,Playground,Bronx,1,782.0,-0.3230769230769231,791.0,3.085714285714286,0.1665500783818733,912.242161294625,-13.290567618861424
Poe Park,Playground,Bronx,1,568.0,-0.3230769230769231,650.0,3.085714285714286,0.1665500783818733,662.6004445209041,-1.9016655701181957
Poppenhusen Playground,Playground,Queens,1,198.0,-0.3230769230769231,257.0,3.085714285714286,0.1665500783818733,230.9769155196109,11.266530433072472
Powell Playground,Playground,Brooklyn,1,431.0,-0.3230769230769231,471.0,3.085714285714286,0.1665500783818733,502.7830837825874,-6.321430614465743
Rainbow Playground,Playground,Brooklyn,1,187.0,-0.3230769230769231,261.0,3.085714285714286,0.1665500783818733,218.14486465741032,19.645264356734835
Randall Playground,Playground,Bronx,1,722.0,-0.3230769230769231,674.0,3.085714285714286,0.1665500783818733,842.2491565917126,-19.976173947452555
Real Good Park,Playground,Queens,1,420.0,-0.3230769230769231,477.0,3.085714285714286,0.1665500783818733,489.9510329203868,-2.643332098555092
Redfern Playground,Playground,Queens,1,239.0,-0.3230769230769231,201.0,3.085714285714286,0.1665500783818733,278.80546873326773,-27.9067225929144
Rev J Polite Playground,Playground,Bronx,1,395.0,-0.3230769230769231,337.0,3.085714285714286,0.1665500783818733,460.78728096084,-26.86430074691234
Robert Moses Playground,Playground,Lower Manhattan,1,11.0,-0.3230769230769231,26.0,3.085714285714286,0.1665500783818733,12.832050862200608,102.61765074971952
Rodney Playground North,Playground,Brooklyn,1,196.0,-0.3230769230769231,193.0,3.085714285714286,0.1665500783818733,228.6438153628472,-15.589232232799343
Rolf Henry Playground,Playground,Brooklyn,1,635.0,-0.3230769230769231,892.0,3.085714285714286,0.1665500783818733,740.7592997724896,20.416982989475954
Rudd Playground,Playground,Brooklyn,1,394.0,-0.3230769230769231,336.0,3.085714285714286,0.1665500783818733,459.6207308824581,-26.896247835712284
Sarsfield Playground,Playground,Brooklyn,1,287.0,-0.3230769230769231,327.0,3.085714285714286,0.1665500783818733,334.7998724955977,-2.3297119074321806
Schenck Playground,Playground,Brooklyn,1,336.0,-0.3230769230769231,329.0,3.085714285714286,0.1665500783818733,391.9608263363095,-16.06304051473959
Sedgwick Playground,Playground,Bronx,1,751.0,-0.3230769230769231,658.0,3.085714285714286,0.1665500783818733,876.0791088647869,-24.892627464587218
Sixteen Sycamores Playground,Playground,Brooklyn,1,345.0,-0.3230769230769231,315.0,3.085714285714286,0.1665500783818733,402.4597770417464,-21.731308824105003
Skyline Playground,Playground,Staten Island,1,85.0,-0.3230769230769231,103.0,3.085714285714286,0.1665500783818733,99.15675666245924,3.875926832322268
Slattery Playground,Playground,Bronx,1,404.0,-0.3230769230769231,430.0,3.085714285714286,0.1665500783818733,471.2862316662769,-8.760330536350597
Sledge Playground,Playground,Brooklyn,1,102.0,-0.3230769230769231,84.0,3.085714285714286,0.1665500783818733,118.9881079949511,-29.404709919780984
Sobel Court Park,Playground,Staten Island,1,465.0,-0.3230769230769231,417.0,3.085714285714286,0.1665500783818733,542.4457864475711,-23.125958313567946
Sobel Playground,Playground,Brooklyn,1,135.0,-0.3230769230769231,121.0,3.085714285714286,0.1665500783818733,157.48426058155292,-23.16692502909497
St. Gregory's Playground,Playground,Upper Manhattan,1,340.0,-0.3230769230769231,409.0,3.085714285714286,0.1665500783818733,396.627026649837,3.119548724319921
St. Mary's Park,Playground,Brooklyn,1,160.0,-0.3230769230769231,138.0,3.085714285714286,0.1665500783818733,186.64801254109972,-26.064039942770616
St. Nicholas Playground North,Playground,Upper Manhattan,1,603.0,-0.3230769230769231,599.0,3.085714285714286,0.1665500783818733,703.4296972642696,-14.84579022898954
St. Nicholas Playground South,Playground,Upper Manhattan,1,639.0,-0.3230769230769231,671.0,3.085714285714286,0.1665500783818733,745.4255000860171,-9.984297569298194
Starr Playground,Playground,Queens,1,170.0,-0.3230769230769231,179.0,3.085714285714286,0.1665500783818733,198.3135133249185,-9.738879111719973
Stop & Go Playground,Playground,Bronx,1,420.0,-0.3230769230769231,424.0,3.085714285714286,0.1665500783818733,489.9510329203868,-13.46073964316008
Sunners Playground,Playground,Brooklyn,1,167.0,-0.3230769230769231,224.0,3.085714285714286,0.1665500783818733,194.81386308977287,14.981550310296845
Sunshine Playground,Playground,Upper Manhattan,1,142.0,-0.3230769230769231,142.0,3.085714285714286,0.1665500783818733,165.65011113022604,-14.277147759734056
Thomas J. Cuite Park,Playground,Brooklyn,1,109.0,-0.3230769230769231,120.0,3.085714285714286,0.1665500783818733,127.1539585436242,-5.626217717138399
Thorpe Family Playground,Playground,Bronx,1,456.0,-0.3230769230769231,424.0,3.085714285714286,0.1665500783818733,531.9468357421342,-20.29278651343692
Torsney Playground,Playground,Queens,1,296.0,-0.3230769230769231,326.0,3.085714285714286,0.1665500783818733,345.2988232010345,-5.589020843490871
Triborough Bridge Playground B,Playground,Queens,1,310.0,-0.3230769230769231,393.0,3.085714285714286,0.1665500783818733,361.6305242983808,8.674454614272646
Tudor Grove Playground,Playground,Lower Manhattan,1,236.0,-0.3230769230769231,257.0,3.085714285714286,0.1665500783818733,275.3058184981221,-6.649266840049359
Turtle Playground,Playground,Queens,1,185.0,-0.3230769230769231,204.0,3.085714285714286,0.1665500783818733,215.81176450064655,-5.473179151274298
Twenty-Four Sycamores Park,Playground,Lower Manhattan,1,374.0,-0.3230769230769231,492.0,3.085714285714286,0.1665500783818733,436.2897293148207,12.769099738531684
Underhill Playground,Playground,Brooklyn,1,188.0,-0.3230769230769231,208.0,3.085714285714286,0.1665500783818733,219.3114147357922,-5.157695393748305
Van Nest Park,Playground,Bronx,1,392.0,-0.3230769230769231,353.0,3.085714285714286,0.1665500783818733,457.2876307256944,-22.805696834658463
Veterans Grove,Playground,Queens,1,379.0,-0.3230769230769231,618.0,3.085714285714286,0.1665500783818733,442.12247970673,39.78027093531493
Virginia Playground,Playground,Bronx,1,138.0,-0.3230769230769231,194.0,3.085714285714286,0.1665500783818733,160.98391081669854,20.50893720733039
Washington Park,Playground,Bronx,1,489.0,-0.3230769230769231,447.0,3.085714285714286,0.1665500783818733,570.4429883287361,-21.63984672515566
Webster Playground,Playground,Bronx,1,203.0,-0.3230769230769231,231.0,3.085714285714286,0.1665500783818733,236.8096659115203,-2.453306071421506
Weeksville Playground,Playground,Brooklyn,1,235.0,-0.3230769230769231,207.0,3.085714285714286,0.1665500783818733,274.13926841974023,-24.490934409638072
White Playground,Playground,Upper Manhattan,1,79.0,-0.3230769230769231,134.0,3.085714285714286,0.1665500783818733,92.157456192168,45.4033189898182
Zimmerman Playground,Playground,Bronx,1,392.0,-0.3230769230769231,368.0,3.085714285714286,0.1665500783818733,457.2876307256944,-19.52548565199523
"""Uncle"" Vito E. Maranzano Glendale Playground",Playground,Queens,2,204.0,1.3461538461538465,242.0,3.6714285714285713,0.1111043331148016,226.66528395541957,6.765357172030141
Abigail Playground,Playground,Bronx,2,638.0,1.3461538461538465,485.0,3.6714285714285713,0.1111043331148016,708.8845645272435,-31.58265474105118
Admiral Farragut Playground,Playground,Bronx,2,415.0,1.3461538461538465,473.0,3.6714285714285713,0.1111043331148016,461.10829824264266,2.5789390047150555
Alexander Hamilton Playground,Playground,Upper Manhattan,2,1076.0,1.3461538461538465,1677.0,3.6714285714285713,0.1111043331148016,1195.5482624315266,40.27037240548437
American Playground,Playground,Brooklyn,2,90.0,1.3461538461538465,86.0,3.6714285714285713,0.1111043331148016,99.99938998033214,-13.999475379885354
Annunciation Park,Playground,Upper Manhattan,2,426.0,1.3461538461538465,604.0,3.6714285714285713,0.1111043331148016,473.3304459069055,27.606412227028933
Arverne Playground,Playground,Queens,2,221.0,1.3461538461538465,249.0,3.6714285714285713,0.1111043331148016,245.5540576183712,1.403333512404981
Astoria Health Playground,Playground,Queens,2,183.0,1.3461538461538465,166.0,3.6714285714285713,0.1111043331148016,203.3320929600087,-18.3601577186102
Bailey Playground,Playground,Bronx,2,247.0,1.3461538461538465,227.0,3.6714285714285713,0.1111043331148016,274.442770279356,-17.286944826808114
Bath Beach Park,Playground,Brooklyn,2,323.0,1.3461538461538465,448.0,3.6714285714285713,0.1111043331148016,358.8866995960809,24.830482852725986
Beach 59th St Playground,Playground,Queens,2,116.0,1.3461538461538465,139.0,3.6714285714285713,0.1111043331148016,128.88810264131698,7.845485464879134
Beanstalk Playground,Playground,Bronx,2,731.0,1.3461538461538465,559.0,3.6714285714285713,0.1111043331148016,812.2172675069199,-31.176050748608663
Bedford Playground,Playground,Brooklyn,2,187.0,1.3461538461538465,183.0,3.6714285714285713,0.1111043331148016,207.7765102924679,-11.92459641255514
Behagen Playground,Playground,Bronx,2,658.0,1.3461538461538465,655.0,3.6714285714285713,0.1111043331148016,731.1066511895394,-10.409787828589838
Benninger Playground,Playground,Queens,2,216.0,1.3461538461538465,233.0,3.6714285714285713,0.1111043331148016,239.99853595279717,-2.9160744356263955
Bill Bojangles Robinson Playground,Playground,Upper Manhattan,2,344.0,1.3461538461538465,321.0,3.6714285714285713,0.1111043331148016,382.2198905914918,-16.01692954721769
Bland Playground,Playground,Queens,2,53.0,1.3461538461538465,54.0,3.6714285714285713,0.1111043331148016,58.88852965508448,-8.30132741251488
Brevoort Playground,Playground,Brooklyn,2,262.0,1.3461538461538465,277.0,3.6714285714285713,0.1111043331148016,291.109335276078,-4.846747790721726
Bridge Playground,Playground,Bronx,2,540.0,1.3461538461538465,649.0,3.6714285714285713,0.1111043331148016,599.9963398819929,8.167326508632563
Brighton Playground,Playground,Brooklyn,2,446.0,1.3461538461538465,523.0,3.6714285714285713,0.1111043331148016,495.5525325692015,5.538760399123899
Brizzi Playground,Playground,Brooklyn,2,339.0,1.3461538461538465,353.0,3.6714285714285713,0.1111043331148016,376.66436892591776,-6.28261414622206
Bufano Park,Playground,Bronx,2,168.0,1.3461538461538465,169.0,3.6714285714285713,0.1111043331148016,186.66552796328668,-9.463733425253071
Captain Jacob Joseph Playground,Playground,Lower Manhattan,2,190.0,1.3461538461538465,138.0,3.6714285714285713,0.1111043331148016,211.10982329181232,-34.63118018471091
Captain Rivera Playground,Playground,Bronx,2,488.0,1.3461538461538465,496.0,3.6714285714285713,0.1111043331148016,542.2189145600232,-8.524032142539141
Carmansville Playground,Playground,Upper Manhattan,2,364.0,1.3461538461538465,334.0,3.6714285714285713,0.1111043331148016,404.4419772537878,-17.41707864551987
Classon Playground,Playground,Brooklyn,2,249.0,1.3461538461538465,238.0,3.6714285714285713,0.1111043331148016,276.6649789455856,-13.975378847349592
Cleopatra Playground,Playground,Bronx,2,465.0,1.3461538461538465,461.0,3.6714285714285713,0.1111043331148016,516.6635148983828,-10.773649250098622
Coleman Playground,Playground,Lower Manhattan,2,882.0,1.3461538461538465,845.0,3.6714285714285713,0.1111043331148016,979.994021807255,-13.774984214526723
