park_name,park_type,borough,month,raw_visitor_counts_2019,TAVG_2019,raw_visitor_counts_2020,TAVG_2020,visits_adj_rate,visits_base_adjtd,visit_change_rate
Friends Field,Community Park,Brooklyn,3,217.0,4.007692307692308,204.0,7.764285714285714,0.1457236634112594,248.62203496024333,-17.947739413917496
Hamilton Fish Park,Community Park,Lower Manhattan,3,726.0,4.007692307692308,754.0,7.764285714285714,0.1457236634112594,831.7953796365745,-9.352706391632587
Harvey Park,Community Park,Queens,3,323.0,4.007692307692308,306.0,7.764285714285714,0.1457236634112594,370.0687432818368,-17.312659997616542
Herbert Von King Park,Community Park,Brooklyn,3,505.0,4.007692307692308,405.0,7.764285714285714,0.1457236634112594,578.590450022686,-30.002301285111027
Highbridge Park,Community Park,Upper Manhattan,3,4280.0,4.007692307692308,2765.0,7.764285714285714,0.1457236634112594,4903.69727940019,-43.61397446748163
Highland Park,Community Park,Queens,3,102.0,4.007692307692308,100.0,7.764285714285714,0.1457236634112594,116.86381366794848,-14.43031263369904
Isham Park,Community Park,Upper Manhattan,3,844.0,4.007692307692308,686.0,7.764285714285714,0.1457236634112594,966.990771919103,-29.05826819437428
Jacob Joffe Fields,Community Park,Brooklyn,3,301.0,4.007692307692308,252.0,7.764285714285714,0.1457236634112594,344.8628226867891,-26.92746697463788
Joyce Kilmer Park,Community Park,Bronx,3,1351.0,4.007692307692308,977.0,7.764285714285714,0.1457236634112594,1547.8726692686116,-36.88111306586709
Judge Moses Weinstein Playground,Community Park,Queens,3,420.0,4.007692307692308,341.0,7.764285714285714,0.1457236634112594,481.203938632729,-29.136074619650472
Juniper Valley Park,Community Park,Queens,3,1433.0,4.007692307692308,2689.0,7.764285714285714,0.1457236634112594,1641.8220096683349,63.78145646513814
Kaiser Park,Community Park,Brooklyn,3,672.0,4.007692307692308,565.0,7.764285714285714,0.1457236634112594,769.9263018123664,-26.616352932739225
Kissena Park,Community Park,Queens,3,1218.0,4.007692307692308,1258.0,7.764285714285714,0.1457236634112594,1395.4914220349142,-9.852545122378707
Kissena Park Golf Course,Community Park,Queens,3,292.0,4.007692307692308,261.0,7.764285714285714,0.1457236634112594,334.55130971608776,-21.98506105939505
Lincoln Terrace / Arthur S. Somers Park,Community Park,Brooklyn,3,1449.0,4.007692307692308,937.0,7.764285714285714,0.1457236634112594,1660.153588282915,-43.559438921001735
Lindower Park,Community Park,Brooklyn,3,977.0,4.007692307692308,591.0,7.764285714285714,0.1457236634112594,1119.3720191528005,-47.20253946964837
Loreto Playground,Community Park,Bronx,3,224.0,4.007692307692308,214.0,7.764285714285714,0.1457236634112594,256.6421006041221,-16.615395721802788
Mafera Park,Community Park,Queens,3,364.0,4.007692307692308,311.0,7.764285714285714,0.1457236634112594,417.0434134816985,-25.427427949620903
Manhattan Beach Park,Community Park,Brooklyn,3,1087.0,4.007692307692308,1072.0,7.764285714285714,0.1457236634112594,1245.4016221280392,-13.923349628511392
Marcus Garvey Park,Community Park,Upper Manhattan,3,703.0,4.007692307692308,460.0,7.764285714285714,0.1457236634112594,805.4437353781154,-42.88862402237779
Marcy Playground,Community Park,Brooklyn,3,555.0,4.007692307692308,395.0,7.764285714285714,0.1457236634112594,635.8766331932491,-37.881032360571794
Marine Park,Community Park,Brooklyn,3,3271.0,4.007692307692308,3540.0,7.764285714285714,0.1457236634112594,3747.66210301823,-5.541110626035003
McCarren Park,Community Park,Brooklyn,3,771.0,4.007692307692308,790.0,7.764285714285714,0.1457236634112594,883.3529444900811,-10.568023242846545
Morningside Park,Community Park,Upper Manhattan,3,1583.0,4.007692307692308,1119.0,7.764285714285714,0.1457236634112594,1813.680559180024,-38.30225535935023
Mullaly Park,Community Park,Bronx,3,5767.0,4.007692307692308,5388.0,7.764285714285714,0.1457236634112594,6607.388366892734,-18.454921962853792
Nautilus Playground,Community Park,Queens,3,390.0,4.007692307692308,309.0,7.764285714285714,0.1457236634112594,446.8322287303912,-30.846528040741696
Paerdegat Park,Community Park,Brooklyn,3,453.0,4.007692307692308,389.0,7.764285714285714,0.1457236634112594,519.0128195253005,-25.05002085386116
"Phil ""Scooter"" Rizzuto Park",Community Park,Queens,3,757.0,4.007692307692308,2089.0,7.764285714285714,0.1457236634112594,867.3128132023235,140.8588883043154
Police Officer Edward Byrne Park,Community Park,Queens,3,1661.0,4.007692307692308,813.0,7.764285714285714,0.1457236634112594,1903.047004926102,-57.27903735979607
Queensbridge Park,Community Park,Queens,3,1547.0,4.007692307692308,1067.0,7.764285714285714,0.1457236634112594,1772.4345072972185,-39.80031444845508
Red Hook Recreation Area,Community Park,Brooklyn,3,157.0,4.007692307692308,99.0,7.764285714285714,0.1457236634112594,179.87861515556776,-44.96288515764923
Riverside Park,Community Park,Lower Manhattan,3,670.0,4.007692307692308,643.0,7.764285714285714,0.1457236634112594,767.6348544855439,-16.236216184981867
Riverside Park,Community Park,Upper Manhattan,3,15183.0,4.007692307692308,13676.0,7.764285714285714,0.1457236634112594,17395.522381573155,-21.382067752752256
Rockaway Community Park,Community Park,Queens,3,518.0,4.007692307692308,552.0,7.764285714285714,0.1457236634112594,593.4848576470324,-6.990044836443832
Roy Wilkins Recreation Center,Community Park,Queens,3,184.0,4.007692307692308,119.0,7.764285714285714,0.1457236634112594,210.81315406767172,-43.55190949716516
Seton Park,Community Park,Bronx,3,73.0,4.007692307692308,97.0,7.764285714285714,0.1457236634112594,83.63782742902194,15.976231068792025
Sheltering Arms Playground,Community Park,Upper Manhattan,3,232.0,4.007692307692308,174.0,7.764285714285714,0.1457236634112594,265.8078899114122,-34.53918916477976
Spring Creek Park,Community Park,Brooklyn,3,935.0,4.007692307692308,1101.0,7.764285714285714,0.1457236634112594,1071.2516252895275,2.776973589415293
St. Albans Park,Community Park,Queens,3,338.0,4.007692307692308,313.0,7.764285714285714,0.1457236634112594,387.2545982330057,-19.17462015217383
Steeplechase Park,Community Park,Brooklyn,3,56.0,4.007692307692308,36.0,7.764285714285714,0.1457236634112594,64.16052515103053,-43.89073356981122
Sunset Park,Community Park,Brooklyn,3,73.0,4.007692307692308,37.0,7.764285714285714,0.1457236634112594,83.63782742902194,-55.761643819120565
Thomas Jefferson Park,Community Park,Upper Manhattan,3,892.0,4.007692307692308,972.0,7.764285714285714,0.1457236634112594,1021.9855077628436,-4.891019234926658
Tudor Park,Community Park,Queens,3,706.0,4.007692307692308,568.0,7.764285714285714,0.1457236634112594,808.8809063683492,-29.77952680943325
Wagner Houses Pool,Community Park,Upper Manhattan,3,265.0,4.007692307692308,209.0,7.764285714285714,0.1457236634112594,303.6167708039838,-31.163222819818724
Wingate Park,Community Park,Brooklyn,3,8.0,4.007692307692308,5.0,7.764285714285714,0.1457236634112594,9.165789307290076,-45.44932430398313
Wolfes Pond Park,Community Park,Staten Island,3,1580.0,4.007692307692308,1649.0,7.764285714285714,0.1457236634112594,1810.24338818979,-8.907276736474119
Abraham Lincoln Playground,Community Park,Upper Manhattan,4,709.0,12.038461538461538,255.0,9.2,-0.087447820849044,646.9994950180278,-60.58729535903351
Alfred E. Smith Playground,Community Park,Lower Manhattan,4,243.0,12.038461538461538,93.0,9.2,-0.087447820849044,221.7501795336823,-58.06091332346636
Aqueduct Walk,Community Park,Bronx,4,79.0,12.038461538461538,21.0,9.2,-0.087447820849044,72.09162215292552,-70.87040161829982
Asphalt Green,Community Park,Upper Manhattan,4,1586.0,12.038461538461538,198.0,9.2,-0.087447820849044,1447.3077561334162,-86.3194265932098
Asser Levy Park,Community Park,Brooklyn,4,5154.0,12.038461538461538,1085.0,9.2,-0.087447820849044,4703.293931344027,-76.93106117035839
Astoria Park,Community Park,Queens,4,1384.0,12.038461538461538,727.0,9.2,-0.087447820849044,1262.9722159449232,-42.437371873926985
Baisley Pond Park,Community Park,Queens,4,235.0,12.038461538461538,128.0,9.2,-0.087447820849044,214.44976210047463,-40.312360924872905
Battery Park City,Community Park,Lower Manhattan,4,2306.0,12.038461538461538,242.0,9.2,-0.087447820849044,2104.3453251221044,-88.49998633252088
Bayswater Park,Community Park,Queens,4,498.0,12.038461538461538,217.0,9.2,-0.087447820849044,454.4509852171761,-52.25007601286229
Betsy Head Park,Community Park,Brooklyn,4,2458.0,12.038461538461538,223.0,9.2,-0.087447820849044,2243.0532563530496,-90.05819414370157
Big Bush Park,Community Park,Queens,4,606.0,12.038461538461538,121.0,9.2,-0.087447820849044,553.0066205654794,-78.11961095940029
Bloomingdale Park,Community Park,Staten Island,4,3204.0,12.038461538461538,1178.0,9.2,-0.087447820849044,2923.817181999663,-59.71020324894801
Brooklyn Bridge Park,Community Park,Brooklyn,4,3221.0,12.038461538461538,217.0,9.2,-0.087447820849044,2939.3305690452294,-92.61736661111624
Brooklyn Bridge Park,Community Park,Upper Manhattan,4,1509.0,12.038461538461538,299.0,9.2,-0.087447820849044,1377.0412383387925,-78.28677953314589
Bushwick Playground,Community Park,Brooklyn,4,3004.0,12.038461538461538,818.0,9.2,-0.087447820849044,2741.306746169472,-70.16021643170647
Callahan-Kelly Playground,Community Park,Brooklyn,4,7003.0,12.038461538461538,1516.0,9.2,-0.087447820849044,6390.602910594145,-76.27766861422697
Cambria Playground,Community Park,Queens,4,340.0,12.038461538461538,110.0,9.2,-0.087447820849044,310.26774091132506,-64.54674930854699
Canarsie Park,Community Park,Brooklyn,4,2262.0,12.038461538461538,1042.0,9.2,-0.087447820849044,2064.1930292394622,-49.52022484137941
Clove Lakes Park,Community Park,Staten Island,4,481.0,12.038461538461538,233.0,9.2,-0.087447820849044,438.9375981716098,-46.91728369350013
Commodore Barry Park,Community Park,Brooklyn,4,1680.0,12.038461538461538,408.0,9.2,-0.087447820849044,1533.087660973606,-73.38704039005215
Crocheron Park,Community Park,Queens,4,463.0,12.038461538461538,301.0,9.2,-0.087447820849044,422.5116589468926,-28.75936234511483
Damrosch Park,Community Park,Lower Manhattan,4,777.0,12.038461538461538,64.0,9.2,-0.087447820849044,709.0530432002928,-90.97387697383856
Detective Keith L Williams Park,Community Park,Queens,4,770.0,12.038461538461538,230.0,9.2,-0.087447820849044,702.6651779462361,-67.26748283268446
Dugan Playground,Community Park,Staten Island,4,315.0,12.038461538461538,154.0,9.2,-0.087447820849044,287.4539364325512,-46.42619895513766
East River Park,Community Park,Lower Manhattan,4,1148.0,12.038461538461538,521.0,9.2,-0.087447820849044,1047.6099016652977,-50.267747644250974
Elmhurst Park,Community Park,Queens,4,798.0,12.038461538461538,254.0,9.2,-0.087447820849044,728.2166389624629,-65.12026965466072
Faber Pool and Park,Community Park,Staten Island,4,235.0,12.038461538461538,137.0,9.2,-0.087447820849044,214.44976210047463,-36.11557380240304
Fort Greene Park,Community Park,Brooklyn,4,1375.0,12.038461538461538,499.0,9.2,-0.087447820849044,1254.7592463325643,-60.231414794631945
Fort Tryon Park,Community Park,Upper Manhattan,4,3678.0,12.038461538461538,951.0,9.2,-0.087447820849044,3356.366914917216,-71.66579149099209
Fort Washington Park,Community Park,Upper Manhattan,4,810.0,12.038461538461538,211.0,9.2,-0.087447820849044,739.1672651122743,-71.45436358468193
Frank Principe Park,Community Park,Queens,4,739.0,12.038461538461538,213.0,9.2,-0.087447820849044,674.3760603925565,-68.41524892268389
Franz Sigel Park,Community Park,Bronx,4,991.0,12.038461538461538,285.0,9.2,-0.087447820849044,904.3392095385974,-68.48527665350154
Friends Field,Community Park,Brooklyn,4,319.0,12.038461538461538,78.0,9.2,-0.087447820849044,291.104145149155,-73.20546570711502
Hamilton Fish Park,Community Park,Lower Manhattan,4,831.0,12.038461538461538,246.0,9.2,-0.087447820849044,758.3308608744444,-67.56033379462717
Harvey Park,Community Park,Queens,4,469.0,12.038461538461538,193.0,9.2,-0.087447820849044,427.9869720217984,-54.90516940544394
Herbert Von King Park,Community Park,Brooklyn,4,647.0,12.038461538461538,248.0,9.2,-0.087447820849044,590.4212599106685,-57.99609247852581
Highbridge Park,Community Park,Upper Manhattan,4,4965.0,12.038461538461538,1438.0,9.2,-0.087447820849044,4530.821569484497,-68.26182673612522
Highland Park,Community Park,Queens,4,139.0,12.038461538461538,95.0,9.2,-0.087447820849044,126.84475290198289,-25.105297754484475
Isham Park,Community Park,Upper Manhattan,4,897.0,12.038461538461538,331.0,9.2,-0.087447820849044,818.5593046984076,-59.5631009139949
Jacob Joffe Fields,Community Park,Brooklyn,4,330.0,12.038461538461538,137.0,9.2,-0.087447820849044,301.1422191198155,-54.50654498049913
John Jay Park,Community Park,Lower Manhattan,4,979.0,12.038461538461538,273.0,9.2,-0.087447820849044,893.388583388786,-69.44218841878848
Joyce Kilmer Park,Community Park,Bronx,4,1660.0,12.038461538461538,520.0,9.2,-0.087447820849044,1514.836617390587,-65.67286570509916
Judge Moses Weinstein Playground,Community Park,Queens,4,520.0,12.038461538461538,150.0,9.2,-0.087447820849044,474.5271331584971,-68.38958417370448
Juniper Valley Park,Community Park,Queens,4,2124.0,12.038461538461538,1506.0,9.2,-0.087447820849044,1938.2608285166305,-22.301478839018987
Kaiser Park,Community Park,Brooklyn,4,913.0,12.038461538461538,286.0,9.2,-0.087447820849044,833.1601395648228,-65.67286570509916
Kissena Corridor Park,Community Park,Queens,4,6451.0,12.038461538461538,837.0,9.2,-0.087447820849044,5886.874107702817,-85.78192798611393
Kissena Park,Community Park,Queens,4,1665.0,12.038461538461538,702.0,9.2,-0.087447820849044,1519.3993782863415,-53.797532759836166
Kissena Park Golf Course,Community Park,Queens,4,332.0,12.038461538461538,112.0,9.2,-0.087447820849044,302.9673234781174,-63.03231691318372
Lincoln Terrace / Arthur S. Somers Park,Community Park,Brooklyn,4,1686.0,12.038461538461538,498.0,9.2,-0.087447820849044,1538.5629740485117,-67.63213411475884
Lindower Park,Community Park,Brooklyn,4,974.0,12.038461538461538,305.0,9.2,-0.087447820849044,888.8258224930312,-65.68506536584209
Loreto Playground,Community Park,Bronx,4,281.0,12.038461538461538,44.0,9.2,-0.087447820849044,256.42716234141864,-82.84113133794445
Macombs Dam Park,Community Park,Bronx,4,18410.0,12.038461538461538,760.0,9.2,-0.087447820849044,16800.0856181691,-95.47621353085208
Mafera Park,Community Park,Queens,4,504.0,12.038461538461538,185.0,9.2,-0.087447820849044,459.9262982920818,-59.77616398823241
Manhattan Beach Park,Community Park,Brooklyn,4,1459.0,12.038461538461538,551.0,9.2,-0.087447820849044,1331.4136293812448,-58.6154153870222
Marcus Garvey Park,Community Park,Upper Manhattan,4,984.0,12.038461538461538,266.0,9.2,-0.087447820849044,897.9513442845407,-70.37701411183471
Marcy Playground,Community Park,Brooklyn,4,672.0,12.038461538461538,254.0,9.2,-0.087447820849044,613.2350643894424,-58.5803202149096
Marine Park,Community Park,Brooklyn,4,4458.0,12.038461538461538,2269.0,9.2,-0.087447820849044,4068.157614654962,-44.22536649449744
McCarren Park,Community Park,Brooklyn,4,1228.0,12.038461538461538,376.0,9.2,-0.087447820849044,1120.614075997374,-66.44696795680075
Morningside Park,Community Park,Upper Manhattan,4,1951.0,12.038461538461538,495.0,9.2,-0.087447820849044,1780.389301523515,-72.19709197441152
Nautilus Playground,Community Park,Queens,4,514.0,12.038461538461538,93.0,9.2,-0.087447820849044,469.0518200835914,-80.17276641556872
Paerdegat Park,Community Park,Brooklyn,4,569.0,12.038461538461538,210.0,9.2,-0.087447820849044,519.242189936894,-59.556445129098165
Police Officer Edward Byrne Park,Community Park,Queens,4,1711.0,12.038461538461538,449.0,9.2,-0.087447820849044,1561.3767785272858,-71.2433279286052
Queensbridge Park,Community Park,Queens,4,1751.0,12.038461538461538,547.0,9.2,-0.087447820849044,1597.878865693324,-65.76711716112126
Red Hook Recreation Area,Community Park,Brooklyn,4,192.0,12.038461538461538,47.0,9.2,-0.087447820849044,175.21001839698354,-73.17504990296311
Riverside Park,Community Park,Lower Manhattan,4,1036.0,12.038461538461538,330.0,9.2,-0.087447820849044,945.4040576003904,-65.09428985976633
Riverside Park,Community Park,Upper Manhattan,4,9752.0,12.038461538461538,2459.0,9.2,-0.087447820849044,8899.208851080122,-72.36833025104761
Rockaway Community Park,Community Park,Queens,4,558.0,12.038461538461538,340.0,9.2,-0.087447820849044,509.2041159662334,-33.22913359511292
Roy Wilkins Recreation Center,Community Park,Queens,4,244.0,12.038461538461538,25.0,9.2,-0.087447820849044,222.66273171283325,-88.77225667372018
Seton Park,Community Park,Bronx,4,102.0,12.038461538461538,60.0,9.2,-0.087447820849044,93.08032227339751,-35.539544197358154
Sheltering Arms Playground,Community Park,Upper Manhattan,4,212.0,12.038461538461538,43.0,9.2,-0.087447820849044,193.46106198000268,-77.77330509824
Spring Creek Park,Community Park,Brooklyn,4,988.0,12.038461538461538,465.0,9.2,-0.087447820849044,901.6015530011446,-48.42511102025468
St. Albans Park,Community Park,Queens,4,524.0,12.038461538461538,175.0,9.2,-0.087447820849044,478.1773418751009,-63.40269923418712
Thomas Jefferson Park,Community Park,Upper Manhattan,4,1092.0,12.038461538461538,437.0,9.2,-0.087447820849044,996.506979632844,-56.146819948917006
Tudor Park,Community Park,Queens,4,842.0,12.038461538461538,240.0,9.2,-0.087447820849044,768.368934845105,-68.76500478921868
Wagner Houses Pool,Community Park,Upper Manhattan,4,289.0,12.038461538461538,92.0,9.2,-0.087447820849044,263.7275797746263,-65.11551803621735
Wingate Park,Community Park,Brooklyn,4,9.0,12.038461538461538,1.0,9.2,-0.087447820849044,8.212969612358604,-87.82413612616764
Wolfes Pond Park,Community Park,Staten Island,4,1723.0,12.038461538461538,1032.0,9.2,-0.087447820849044,1572.327404677097,-34.36481505504651
Abraham Lincoln Playground,Community Park,Upper Manhattan,5,731.0,16.315384615384616,323.0,15.078571428571427,-0.019776693678338,716.543236921135,-54.922468965323525
Alfred E. Smith Playground,Community Park,Lower Manhattan,5,264.0,16.315384615384616,88.0,15.078571428571427,-0.019776693678338,258.7789528689188,-65.99414325454231
Aqueduct Walk,Community Park,Bronx,5,92.0,16.315384615384616,27.0,15.078571428571427,-0.019776693678338,90.18054418159292,-70.0600609088905
Asphalt Green,Community Park,Upper Manhattan,5,2090.0,16.315384615384616,290.0,15.078571428571427,-0.019776693678338,2048.6667102122738,-85.8444519767712
Asser Levy Park,Community Park,Brooklyn,5,6574.0,16.315384615384616,2562.0,15.078571428571427,-0.019776693678338,6443.988015758606,-60.2420117210849
Astoria Park,Community Park,Queens,5,1864.0,16.315384615384616,1510.0,15.078571428571427,-0.019776693678338,1827.1362429835776,-17.357011235556136
Baisley Pond Park,Community Park,Queens,5,275.0,16.315384615384616,229.0,15.078571428571427,-0.019776693678338,269.56140923845703,-15.047186966802045
Battery Park City,Community Park,Lower Manhattan,5,3310.0,16.315384615384616,627.0,15.078571428571427,-0.019776693678338,3244.539143924701,-80.67522158966588
Bayswater Park,Community Park,Queens,5,574.0,16.315384615384616,285.0,15.078571428571427,-0.019776693678338,562.648177828634,-49.34667679901336
Betsy Head Park,Community Park,Brooklyn,5,1551.0,16.315384615384616,365.0,15.078571428571427,-0.019776693678338,1520.3263481048978,-75.99199668840994
Big Bush Park,Community Park,Queens,5,598.0,16.315384615384616,225.0,15.078571428571427,-0.019776693678338,586.1735371803538,-61.61546270370578
Bloomingdale Park,Community Park,Staten Island,5,2795.0,16.315384615384616,1750.0,15.078571428571427,-0.019776693678338,2739.724141169045,-36.12495602373778
Brooklyn Bridge Park,Community Park,Brooklyn,5,4018.0,16.315384615384616,783.0,15.078571428571427,-0.019776693678338,3938.5372448004377,-80.1195227737481
Brooklyn Bridge Park,Community Park,Upper Manhattan,5,2349.0,16.315384615384616,888.0,15.078571428571427,-0.019776693678338,2302.544546549584,-61.43397089404032
Bushwick Playground,Community Park,Brooklyn,5,3097.0,16.315384615384616,1031.0,15.078571428571427,-0.019776693678338,3035.751579678187,-66.03806428359682
Callahan-Kelly Playground,Community Park,Brooklyn,5,7427.0,16.315384615384616,1760.0,15.078571428571427,-0.019776693678338,7280.118496050984,-75.82456932597056
Cambria Playground,Community Park,Queens,5,343.0,16.315384615384616,142.0,15.078571428571427,-0.019776693678338,336.21659406833004,-57.76532077677848
Canarsie Park,Community Park,Brooklyn,5,2660.0,16.315384615384616,1864.0,15.078571428571427,-0.019776693678338,2607.3939948156208,-28.51099589451149
Clove Lakes Park,Community Park,Staten Island,5,494.0,16.315384615384616,568.0,15.078571428571427,-0.019776693678338,484.230313322901,17.29955444182169
Commodore Barry Park,Community Park,Brooklyn,5,1363.0,16.315384615384616,598.0,15.078571428571427,-0.019776693678338,1336.0443665164253,-55.24100733576588
Damrosch Park,Community Park,Lower Manhattan,5,825.0,16.315384615384616,384.0,15.078571428571427,-0.019776693678338,808.6842277153711,-52.5154582172518
Detective Keith L Williams Park,Community Park,Queens,5,777.0,16.315384615384616,420.0,15.078571428571427,-0.019776693678338,761.6335090119313,-44.855367439798336
Dugan Playground,Community Park,Staten Island,5,332.0,16.315384615384616,229.0,15.078571428571427,-0.019776693678338,325.4341376987918,-29.632459083947488
East River Park,Community Park,Lower Manhattan,5,1311.0,16.315384615384616,672.0,15.078571428571427,-0.019776693678338,1285.072754587699,-47.7072408857035
Elmhurst Park,Community Park,Queens,5,759.0,16.315384615384616,519.0,15.078571428571427,-0.019776693678338,743.9894894981414,-30.24094999647216
Faber Pool and Park,Community Park,Staten Island,5,247.0,16.315384615384616,165.0,15.078571428571427,-0.019776693678338,242.1151566614505,-31.85061097570219
Fort Greene Park,Community Park,Brooklyn,5,1657.0,16.315384615384616,898.0,15.078571428571427,-0.019776693678338,1624.230018574994,-44.71226428952141
Fort Tryon Park,Community Park,Upper Manhattan,5,4039.0,16.315384615384616,1309.0,15.078571428571427,-0.019776693678338,3959.121934233193,-66.9371132856122
Fort Washington Park,Community Park,Upper Manhattan,5,757.0,16.315384615384616,401.0,15.078571428571427,-0.019776693678338,742.0290428854981,-45.95898855378388
Frank Principe Park,Community Park,Queens,5,766.0,16.315384615384616,382.0,15.078571428571427,-0.019776693678338,750.851052642393,-49.12439708838836
Franz Sigel Park,Community Park,Bronx,5,830.0,16.315384615384616,408.0,15.078571428571427,-0.019776693678338,813.5853442469795,-49.85160402838528
Friends Field,Community Park,Brooklyn,5,363.0,16.315384615384616,178.0,15.078571428571427,-0.019776693678338,355.8210601947633,-49.9748553661862
Hamilton Fish Park,Community Park,Lower Manhattan,5,883.0,16.315384615384616,306.0,15.078571428571427,-0.019776693678338,865.5371794820276,-64.64623273801794
Harvey Park,Community Park,Queens,5,449.0,16.315384615384616,268.0,15.078571428571427,-0.019776693678338,440.1202645384262,-39.1075527319644
Herbert Von King Park,Community Park,Brooklyn,5,728.0,16.315384615384616,458.0,15.078571428571427,-0.019776693678338,713.60256700217,-35.81861652711694
Highbridge Park,Community Park,Upper Manhattan,5,4904.0,16.315384615384616,2147.0,15.078571428571427,-0.019776693678338,4807.015094201431,-55.33610862612296
Highland Park,Community Park,Queens,5,178.0,16.315384615384616,154.0,15.078571428571427,-0.019776693678338,174.47974852525584,-11.73760777302554
Isham Park,Community Park,Upper Manhattan,5,1195.0,16.315384615384616,1023.0,15.078571428571427,-0.019776693678338,1171.3668510543862,-12.66613024953167
Jacob Joffe Fields,Community Park,Brooklyn,5,358.0,16.315384615384616,191.0,15.078571428571427,-0.019776693678338,350.919943663155,-45.57163152193503
John Jay Park,Community Park,Lower Manhattan,5,1130.0,16.315384615384616,438.0,15.078571428571427,-0.019776693678338,1107.652336143478,-60.456906403954505
Joyce Kilmer Park,Community Park,Bronx,5,1797.0,16.315384615384616,740.0,15.078571428571427,-0.019776693678338,1761.4612814600266,-57.98942572347463
Judge Moses Weinstein Playground,Community Park,Queens,5,607.0,16.315384615384616,186.0,15.078571428571427,-0.019776693678338,594.9955469372488,-68.73926183860726
Kaiser Park,Community Park,Brooklyn,5,1152.0,16.315384615384616,475.0,15.078571428571427,-0.019776693678338,1129.2172488825547,-57.9354636612177
Kissena Corridor Park,Community Park,Queens,5,6461.0,16.315384615384616,1272.0,15.078571428571427,-0.019776693678338,6333.222782144258,-79.91543888861375
Kissena Park,Community Park,Queens,5,1896.0,16.315384615384616,1473.0,15.078571428571427,-0.019776693678338,1858.503388785871,-20.742678819526603
Kissena Park Golf Course,Community Park,Queens,5,404.0,16.315384615384616,183.0,15.078571428571427,-0.019776693678338,396.01021575395146,-53.7890709077815
Lincoln Terrace / Arthur S. Somers Park,Community Park,Brooklyn,5,1811.0,16.315384615384616,873.0,15.078571428571427,-0.019776693678338,1775.1844077485298,-50.822010592847214
Lindower Park,Community Park,Brooklyn,5,1018.0,16.315384615384616,388.0,15.078571428571427,-0.019776693678338,997.867325835452,-61.11707539124483
Loreto Playground,Community Park,Bronx,5,301.0,16.315384615384616,123.0,15.078571428571427,-0.019776693678338,295.04721520282027,-58.31175701304356
Macombs Dam Park,Community Park,Bronx,5,24338.0,16.315384615384616,1806.0,15.078571428571427,-0.019776693678338,23856.674829256608,-92.42979160790163
Mafera Park,Community Park,Queens,5,541.0,16.315384615384616,231.0,15.078571428571427,-0.019776693678338,530.3008087200192,-56.43981751459856
Manhattan Beach Park,Community Park,Brooklyn,5,1780.0,16.315384615384616,1293.0,15.078571428571427,-0.019776693678338,1744.7974852525583,-25.893978474364943
Marcus Garvey Park,Community Park,Upper Manhattan,5,1046.0,16.315384615384616,462.0,15.078571428571427,-0.019776693678338,1025.3135784124584,-54.94061429330366
Marcy Playground,Community Park,Brooklyn,5,643.0,16.315384615384616,316.0,15.078571428571427,-0.019776693678338,630.2835859648287,-49.863837955374976
Marine Park,Community Park,Brooklyn,5,5469.0,16.315384615384616,4054.0,15.078571428571427,-0.019776693678338,5360.841262273169,-24.377540731713932
McCarren Park,Community Park,Brooklyn,5,1467.0,16.315384615384616,847.0,15.078571428571427,-0.019776693678338,1437.9875903738782,-41.09823995214179
Morningside Park,Community Park,Upper Manhattan,5,2370.0,16.315384615384616,725.0,15.078571428571427,-0.019776693678338,2323.1292359823387,-68.79209349309262
Nautilus Playground,Community Park,Queens,5,518.0,16.315384615384616,160.0,15.078571428571427,-0.019776693678338,507.75567267462094,-68.48878139417047
Paerdegat Park,Community Park,Brooklyn,5,627.0,16.315384615384616,299.0,15.078571428571427,-0.019776693678338,614.600013063682,-51.35047288568492
"Phil ""Scooter"" Rizzuto Park",Community Park,Queens,5,1097.0,16.315384615384616,931.0,15.078571428571427,-0.019776693678338,1075.3049670348632,-13.419910765666968
Police Officer Edward Byrne Park,Community Park,Queens,5,1814.0,16.315384615384616,544.0,15.078571428571427,-0.019776693678338,1778.125077667495,-69.40597673176022
Queensbridge Park,Community Park,Queens,5,1793.0,16.315384615384616,811.0,15.078571428571427,-0.019776693678338,1757.54038823474,-53.85596795220381
Red Hook Recreation Area,Community Park,Brooklyn,5,207.0,16.315384615384616,60.0,15.078571428571427,-0.019776693678338,202.906224408584,-70.42968978655853
Riverside Park,Community Park,Lower Manhattan,5,1538.0,16.315384615384616,656.0,15.078571428571427,-0.019776693678338,1507.583445122716,-56.48665404742474
Riverside Park,Community Park,Upper Manhattan,5,13795.0,16.315384615384616,3882.0,15.078571428571427,-0.019776693678338,13522.180510707329,-71.29161234812611
Rockaway Community Park,Community Park,Queens,5,623.0,16.315384615384616,416.0,15.078571428571427,-0.019776693678338,610.6791198383954,-31.879118429644937
Roy Wilkins Recreation Center,Community Park,Queens,5,331.0,16.315384615384616,74.0,15.078571428571427,-0.019776693678338,324.4539143924701,-77.19244653325798
Seton Park,Community Park,Bronx,5,121.0,16.315384615384616,108.0,15.078571428571427,-0.019776693678338,118.6070200649211,-8.9429951609232
Sheltering Arms Playground,Community Park,Upper Manhattan,5,243.0,16.315384615384616,66.0,15.078571428571427,-0.019776693678338,238.19426343616385,-72.29152413333077
Spring Creek Park,Community Park,Brooklyn,5,1009.0,16.315384615384616,742.0,15.078571428571427,-0.019776693678338,989.045316078557,-24.97815944956509
