park_name,park_type,borough,month,raw_visit_counts_2019,TAVG_2019,raw_visit_counts_2020,TAVG_2020,visits_adj_rate,visits_base_adjtd,visit_change_rate
North Pacific Playground,Playground,Brooklyn,12,325.0,2.5785714285714287,169.0,3.042857142857143,0.0230736012717799,332.4989204133285,-49.1727673010437
Ogden Plimpton Playground,Playground,Bronx,12,382.0,2.5785714285714287,159.0,3.042857142857143,0.0230736012717799,390.81411568582,-59.31569674217654
Palmetto Playground,Playground,Brooklyn,12,590.0,2.5785714285714287,244.0,3.042857142857143,0.0230736012717799,603.6134247503502,-59.57677712338547
Parkside Playground,Playground,Bronx,12,1225.0,2.5785714285714287,690.0,3.042857142857143,0.0230736012717799,1253.2651615579305,-44.943813873971976
Pat Williams Playground,Playground,Queens,12,177.0,2.5785714285714287,102.0,3.042857142857143,0.0230736012717799,181.08402742510503,-43.67255828668467
Paul Raimonda Playground,Playground,Queens,12,828.0,2.5785714285714287,753.0,3.042857142857143,0.0230736012717799,847.1049418530339,-11.109006358430662
Pearl St Playground,Playground,Lower Manhattan,12,767.0,2.5785714285714287,304.0,3.042857142857143,0.0230736012717799,784.6974521754553,-61.25895411572883
Pfc Norton Playground,Playground,Brooklyn,12,319.0,2.5785714285714287,207.0,3.042857142857143,0.0230736012717799,326.3604788056978,-36.5732025037138
Pink Playground,Playground,Brooklyn,12,819.0,2.5785714285714287,511.0,3.042857142857143,0.0230736012717799,837.8972794415879,-39.01400415805704
Playground 115,Playground,Queens,12,449.0,2.5785714285714287,354.0,3.042857142857143,0.0230736012717799,459.3600469710293,-22.93626702316888
Playground Thirty Five XXXV,Playground,Queens,12,165.0,2.5785714285714287,76.0,3.042857142857143,0.0230736012717799,168.8071442098437,-54.97820879812728
Plimpton Playground,Playground,Bronx,12,1381.0,2.5785714285714287,441.0,3.042857142857143,0.0230736012717799,1412.8646433563283,-68.78681888787426
Poe Park,Playground,Bronx,12,1001.0,2.5785714285714287,715.0,3.042857142857143,0.0230736012717799,1024.0966748730518,-30.18237266626881
Poppenhusen Playground,Playground,Queens,12,578.0,2.5785714285714287,263.0,3.042857142857143,0.0230736012717799,591.3365415350888,-55.52448030401415
Powell Playground,Playground,Brooklyn,12,1016.0,2.5785714285714287,544.0,3.042857142857143,0.0230736012717799,1039.4427788921284,-47.66426675455741
Rainbow Playground,Playground,Brooklyn,12,548.0,2.5785714285714287,373.0,3.042857142857143,0.0230736012717799,560.6443334969355,-33.46940694584959
Randall Playground,Playground,Bronx,12,1691.0,2.5785714285714287,939.0,3.042857142857143,0.0230736012717799,1730.01745975058,-45.723091133694254
Redfern Playground,Playground,Queens,12,583.0,2.5785714285714287,328.0,3.042857142857143,0.0230736012717799,596.4519095414478,-45.008139842796986
Rev J Polite Playground,Playground,Bronx,12,534.0,2.5785714285714287,184.0,3.042857142857143,0.0230736012717799,546.3213030791305,-66.32018576560084
River Avenue Parks,Playground,Bronx,12,939.0,2.5785714285714287,430.0,3.042857142857143,0.0230736012717799,960.6661115942014,-55.239391208832615
Robert Moses Playground,Playground,Lower Manhattan,12,23.0,2.5785714285714287,19.0,3.042857142857143,0.0230736012717799,23.530692829250945,-19.254396214032635
Rodney Playground North,Playground,Brooklyn,12,211.0,2.5785714285714287,92.0,3.042857142857143,0.0230736012717799,215.8685298683456,-57.38146729580769
Rolf Henry Playground,Playground,Brooklyn,12,1295.0,2.5785714285714287,542.0,3.042857142857143,0.0230736012717799,1324.880313646955,-59.09064430823536
Rudd Playground,Playground,Brooklyn,12,418.0,2.5785714285714287,127.0,3.042857142857143,0.0230736012717799,427.6447653316041,-70.30245421067607
Sarsfield Playground,Playground,Brooklyn,12,802.0,2.5785714285714287,272.0,3.042857142857143,0.0230736012717799,820.5050282199676,-66.84968517620345
Schenck Playground,Playground,Brooklyn,12,554.0,2.5785714285714287,211.0,3.042857142857143,0.0230736012717799,566.7827751045661,-62.77233372854839
Sedgwick Playground,Playground,Bronx,12,1375.0,2.5785714285714287,525.0,3.042857142857143,0.0230736012717799,1406.7262017486976,-62.67930466160552
Sixteen Sycamores Playground,Playground,Brooklyn,12,553.0,2.5785714285714287,290.0,3.042857142857143,0.0230736012717799,565.7597015032943,-48.74148879295685
Slattery Playground,Playground,Bronx,12,828.0,2.5785714285714287,446.0,3.042857142857143,0.0230736012717799,847.1049418530339,-47.35008875944233
Sledge Playground,Playground,Brooklyn,12,193.0,2.5785714285714287,134.0,3.042857142857143,0.0230736012717799,197.4532050454536,-32.1358192341556
Sobel Court Park,Playground,Staten Island,12,1059.0,2.5785714285714287,428.0,3.042857142857143,0.0230736012717799,1083.434943746815,-60.49601293827032
Sobel Playground,Playground,Brooklyn,12,196.0,2.5785714285714287,73.0,3.042857142857143,0.0230736012717799,200.5224258492689,-63.595094318840175
St. Gregory's Playground,Playground,Upper Manhattan,12,842.0,2.5785714285714287,269.0,3.042857142857143,0.0230736012717799,861.4279722708388,-68.77278093363046
St. Mary's Park,Playground,Brooklyn,12,192.0,2.5785714285714287,121.0,3.042857142857143,0.0230736012717799,196.43013144418177,-38.40048921701009
St. Nicholas Playground North,Playground,Upper Manhattan,12,1284.0,2.5785714285714287,602.0,3.042857142857143,0.0230736012717799,1313.6265040329656,-54.17266641988424
St. Nicholas Playground South,Playground,Upper Manhattan,12,1444.0,2.5785714285714287,641.0,3.042857142857143,0.0230736012717799,1477.3182802364504,-56.610568719328
Starr Playground,Playground,Queens,12,362.0,2.5785714285714287,131.0,3.042857142857143,0.0230736012717799,370.3526436603844,-64.62830703589421
Stop & Go Playground,Playground,Bronx,12,829.0,2.5785714285714287,156.0,3.042857142857143,0.0230736012717799,848.1280154543057,-81.60655028988313
Sunners Playground,Playground,Brooklyn,12,326.0,2.5785714285714287,151.0,3.042857142857143,0.0230736012717799,333.5219940146003,-54.725624483586586
Sunshine Playground,Playground,Upper Manhattan,12,259.0,2.5785714285714287,91.0,3.042857142857143,0.0230736012717799,264.976062729391,-65.6572752034079
Thomas J. Cuite Park,Playground,Brooklyn,12,255.0,2.5785714285714287,134.0,3.042857142857143,0.0230736012717799,260.8837683243039,-48.63612985173345
Thorpe Family Playground,Playground,Bronx,12,748.0,2.5785714285714287,271.0,3.042857142857143,0.0230736012717799,765.2590537512915,-64.5871553336663
Torsney Playground,Playground,Queens,12,525.0,2.5785714285714287,294.0,3.042857142857143,0.0230736012717799,537.1136406676845,-45.26298017035476
Triborough Bridge Playground B,Playground,Queens,12,486.0,2.5785714285714287,197.0,3.042857142857143,0.0230736012717799,497.2137702180851,-60.3792147764546
Tudor Grove Playground,Playground,Lower Manhattan,12,508.0,2.5785714285714287,247.0,3.042857142857143,0.0230736012717799,519.7213894460642,-52.47453635432235
Turtle Playground,Playground,Queens,12,343.0,2.5785714285714287,195.0,3.042857142857143,0.0230736012717799,350.9142452362205,-44.43086804049968
Twenty-Four Sycamores Park,Playground,Lower Manhattan,12,642.0,2.5785714285714287,435.0,3.042857142857143,0.0230736012717799,656.8132520164828,-33.77112921146061
Underhill Playground,Playground,Brooklyn,12,455.0,2.5785714285714287,187.0,3.042857142857143,0.0230736012717799,465.49848857865993,-59.82801134951468
Van Nest Park,Playground,Bronx,12,698.0,2.5785714285714287,574.0,3.042857142857143,0.0230736012717799,714.1053736877025,-19.61970583755533
Virginia Playground,Playground,Bronx,12,230.0,2.5785714285714287,102.0,3.042857142857143,0.0230736012717799,235.3069282925094,-56.65236007279647
Washington Park,Playground,Bronx,12,920.0,2.5785714285714287,583.0,3.042857142857143,0.0230736012717799,941.2277131700376,-38.0596223589224
Webster Playground,Playground,Bronx,12,419.0,2.5785714285714287,266.0,3.042857142857143,0.0230736012717799,428.66783893287584,-37.94729255589143
Weeksville Playground,Playground,Brooklyn,12,306.0,2.5785714285714287,212.0,3.042857142857143,0.0230736012717799,313.06052198916467,-32.28146472989733
White Playground,Playground,Upper Manhattan,12,179.0,2.5785714285714287,60.0,3.042857142857143,0.0230736012717799,183.1301746276486,-67.23642069255072
William McCray Playground,Playground,Upper Manhattan,12,1143.0,2.5785714285714287,720.0,3.042857142857143,0.0230736012717799,1169.3731262536446,-38.42854912300872
Zimmerman Playground,Playground,Bronx,12,709.0,2.5785714285714287,384.0,3.042857142857143,0.0230736012717799,725.359183301692,-47.06071021916236
100% Playground,Jointly Operated Playground,Brooklyn,1,747.0,-0.3230769230769231,959.0,3.085714285714286,0.1738031716429459,876.8309692172807,9.371136931450886
ABC Playground,Jointly Operated Playground,Lower Manhattan,1,311.0,-0.3230769230769231,315.0,3.085714285714286,0.1738031716429459,365.0527863809562,-13.71110925550446
Admiral Park,Jointly Operated Playground,Queens,1,416.0,-0.3230769230769231,654.0,3.085714285714286,0.1738031716429459,488.3021194034656,33.93347561115633
Aesop Playground,Jointly Operated Playground,Staten Island,1,463.0,-0.3230769230769231,611.0,3.085714285714286,0.1738031716429459,543.470868470684,12.425529213615745
Agnes Haywood Playground,Jointly Operated Playground,Bronx,1,1087.0,-0.3230769230769231,1336.0,3.085714285714286,0.1738031716429459,1275.9240475758822,4.708427005373523
Albemarle Playground,Jointly Operated Playground,Brooklyn,1,1144.0,-0.3230769230769231,1412.0,3.085714285714286,0.1738031716429459,1342.8308283595302,5.150996698889491
Albert J. Parham Playground,Jointly Operated Playground,Brooklyn,1,777.0,-0.3230769230769231,1050.0,3.085714285714286,0.1738031716429459,912.045064366569,15.125890268288778
Almeda Playground,Jointly Operated Playground,Queens,1,718.0,-0.3230769230769231,1074.0,3.085714285714286,0.1738031716429459,842.7906772396352,27.433777924269062
Ampere Playground,Jointly Operated Playground,Queens,1,1246.0,-0.3230769230769231,1310.0,3.085714285714286,0.1738031716429459,1462.5587518671107,-10.43094861470374
Andries Playground,Jointly Operated Playground,Brooklyn,1,883.0,-0.3230769230769231,996.0,3.085714285714286,0.1738031716429459,1036.4682005607212,-3.904432431099021
Anibal Aviles Playground,Jointly Operated Playground,Upper Manhattan,1,355.0,-0.3230769230769231,507.0,3.085714285714286,0.1738031716429459,416.7001259332458,21.67022960804671
Annadale Playground,Jointly Operated Playground,Queens,1,1122.0,-0.3230769230769231,1719.0,3.085714285714286,0.1738031716429459,1317.0071585833855,30.523208533582363
Astoria Heights Playground,Jointly Operated Playground,Queens,1,908.0,-0.3230769230769231,3262.0,3.085714285714286,0.1738031716429459,1065.813279851795,206.05736123437987
Athens Square,Jointly Operated Playground,Queens,1,278.0,-0.3230769230769231,286.0,3.085714285714286,0.1738031716429459,326.317281716739,-12.355239509422171
Auburndale Playground,Jointly Operated Playground,Queens,1,681.0,-0.3230769230769231,871.0,3.085714285714286,0.1738031716429459,799.3599598888462,8.962175203410936
Audubon Playground,Jointly Operated Playground,Upper Manhattan,1,278.0,-0.3230769230769231,317.0,3.085714285714286,0.1738031716429459,326.317281716739,-2.855282952751149
Augustus St. Gaudens Playground,Jointly Operated Playground,Lower Manhattan,1,793.0,-0.3230769230769231,717.0,3.085714285714286,0.1738031716429459,930.825915112856,-22.97163321746701
Banneker Playground,Jointly Operated Playground,Brooklyn,1,636.0,-0.3230769230769231,600.0,3.085714285714286,0.1738031716429459,746.5388171649137,-19.629095473081424
Bath Playground,Jointly Operated Playground,Brooklyn,1,3832.0,-0.3230769230769231,4721.0,3.085714285714286,0.1738031716429459,4498.013753735769,4.95743807094927
Bayview Playground,Jointly Operated Playground,Brooklyn,1,1741.0,-0.3230769230769231,1707.0,3.085714285714286,0.1738031716429459,2043.591321830369,-16.47057893791096
Bellaire Playground,Jointly Operated Playground,Queens,1,615.0,-0.3230769230769231,766.0,3.085714285714286,0.1738031716429459,721.8889505604118,6.110503479149284
Belmont Playground,Jointly Operated Playground,Brooklyn,1,591.0,-0.3230769230769231,613.0,3.085714285714286,0.1738031716429459,693.7176744409811,-11.63552226141937
Bergen Beach Playground,Jointly Operated Playground,Brooklyn,1,457.0,-0.3230769230769231,549.0,3.085714285714286,0.1738031716429459,536.4280494408263,2.343641532593002
Black Rock Playground,Jointly Operated Playground,Bronx,1,224.0,-0.3230769230769231,358.0,3.085714285714286,0.1738031716429459,262.9319104480199,36.15692343694225
Bloomingdale Playground,Jointly Operated Playground,Upper Manhattan,1,743.0,-0.3230769230769231,966.0,3.085714285714286,0.1738031716429459,872.1357565307089,10.7625725429119
Booker T. Washington Playground,Jointly Operated Playground,Upper Manhattan,1,565.0,-0.3230769230769231,517.0,3.085714285714286,0.1738031716429459,663.1987919782645,-22.044490090545278
Bowne Playground,Jointly Operated Playground,Queens,1,1335.0,-0.3230769230769231,1640.0,3.085714285714286,0.1738031716429459,1567.0272341433329,4.656764366738023
Briarwood Playground,Jointly Operated Playground,Queens,1,1558.0,-0.3230769230769231,2244.0,3.085714285714286,0.1738031716429459,1828.78534141971,22.70439559942849
Bruckner Playground,Jointly Operated Playground,Bronx,1,811.0,-0.3230769230769231,974.0,3.085714285714286,0.1738031716429459,951.9543722024292,2.315828199472029
Bushwick Playground,Jointly Operated Playground,Brooklyn,1,851.0,-0.3230769230769231,1067.0,3.085714285714286,0.1738031716429459,998.906499068147,6.816804275012284
Captain John R Fischer Firefighter Michael C Fiore,Jointly Operated Playground,Staten Island,1,370.0,-0.3230769230769231,481.0,3.085714285714286,0.1738031716429459,434.30717350789,10.751106438093805
Cardozo Playground,Jointly Operated Playground,Queens,1,863.0,-0.3230769230769231,920.0,3.085714285714286,0.1738031716429459,1012.9921371278624,-9.179946587889924
Caserta Playground,Jointly Operated Playground,Bronx,1,1192.0,-0.3230769230769231,1183.0,3.085714285714286,0.1738031716429459,1399.1733805983915,-15.450078138703551
Castle Hill Playground,Jointly Operated Playground,Bronx,1,1161.0,-0.3230769230769231,1572.0,3.085714285714286,0.1738031716429459,1362.7854822774602,15.3519772879371
Castlewood Playground,Jointly Operated Playground,Queens,1,271.0,-0.3230769230769231,222.0,3.085714285714286,0.1738031716429459,318.1006595152384,-30.21077028312
Cedar Grove Playground,Jointly Operated Playground,Queens,1,501.0,-0.3230769230769231,542.0,3.085714285714286,0.1738031716429459,588.0753889931159,-7.8349459704485716
Chester Playground,Jointly Operated Playground,Brooklyn,1,669.0,-0.3230769230769231,705.0,3.085714285714286,0.1738031716429459,785.2743218291308,-10.222455974639375
Chiarantano Playground,Jointly Operated Playground,Brooklyn,1,605.0,-0.3230769230769231,478.0,3.085714285714286,0.1738031716429459,710.1509188439824,-32.69036379223289
City Line Park,Jointly Operated Playground,Brooklyn,1,1391.0,-0.3230769230769231,1845.0,3.085714285714286,0.1738031716429459,1632.760211755338,12.99883392041313
Clark Playground,Jointly Operated Playground,Bronx,1,1341.0,-0.3230769230769231,1344.0,3.085714285714286,0.1738031716429459,1574.070053173191,-14.61625247932194
Classon Playground,Jointly Operated Playground,Brooklyn,1,1372.0,-0.3230769230769231,1664.0,3.085714285714286,0.1738031716429459,1610.457951494122,3.3246474058017936
Clintonville Playground,Jointly Operated Playground,Queens,1,2531.0,-0.3230769230769231,3142.0,3.085714285714286,0.1738031716429459,2970.8958274282963,5.7593460865242445
Davis Playground,Jointly Operated Playground,Staten Island,1,620.0,-0.3230769230769231,730.0,3.085714285714286,0.1738031716429459,727.7579664186266,0.3080740692412796
Dawson Playground,Jointly Operated Playground,Bronx,1,223.0,-0.3230769230769231,183.0,3.085714285714286,0.1738031716429459,261.75810727637696,-30.08812529088939
De Hostos Playground,Jointly Operated Playground,Brooklyn,1,625.0,-0.3230769230769231,808.0,3.085714285714286,0.1738031716429459,733.6269822768412,10.137715694744369
Decatur Playground,Jointly Operated Playground,Brooklyn,1,1283.0,-0.3230769230769231,1564.0,3.085714285714286,0.1738031716429459,1505.9894692178998,3.851987810527428
Dr. Green Playground,Jointly Operated Playground,Brooklyn,1,2696.0,-0.3230769230769231,3245.0,3.085714285714286,0.1738031716429459,3164.5733507493824,2.5414689544665574
East Elmhurst Playground,Jointly Operated Playground,Queens,1,1165.0,-0.3230769230769231,1558.0,3.085714285714286,0.1738031716429459,1367.4806949640322,13.932138547738615
East Springfield Playground,Jointly Operated Playground,Queens,1,457.0,-0.3230769230769231,559.0,3.085714285714286,0.1738031716429459,536.4280494408263,4.2078244384690136
Edenwald Playground,Jointly Operated Playground,Bronx,1,2562.0,-0.3230769230769231,3335.0,3.085714285714286,0.1738031716429459,3007.283725749228,10.897417873969497
Edmonds Playground,Jointly Operated Playground,Brooklyn,1,537.0,-0.3230769230769231,773.0,3.085714285714286,0.1738031716429459,630.332303172262,22.633727655989848
Eleanor Roosevelt Playground,Jointly Operated Playground,Brooklyn,1,1203.0,-0.3230769230769231,1201.0,3.085714285714286,0.1738031716429459,1412.085215486464,-14.948475713184564
Emerald Playground,Jointly Operated Playground,Queens,1,926.0,-0.3230769230769231,1219.0,3.085714285714286,0.1738031716429459,1086.941736941368,12.149525459408832
Ericsson Playground,Jointly Operated Playground,Brooklyn,1,399.0,-0.3230769230769231,606.0,3.085714285714286,0.1738031716429459,468.34746548553545,29.39111336318651
Eugene McCabe Field,Jointly Operated Playground,Upper Manhattan,1,1201.0,-0.3230769230769231,951.0,3.085714285714286,0.1738031716429459,1409.737609143178,-32.540637787339264
Evergreen Park,Jointly Operated Playground,Queens,1,495.0,-0.3230769230769231,517.0,3.085714285714286,0.1738031716429459,581.0325699632583,-11.020478588198149
Fermi Playground,Jointly Operated Playground,Brooklyn,1,726.0,-0.3230769230769231,891.0,3.085714285714286,0.1738031716429459,852.1811026127788,4.55524034365499
Fish Playground,Jointly Operated Playground,Brooklyn,1,2738.0,-0.3230769230769231,3546.0,3.085714285714286,0.1738031716429459,3213.8730839583864,10.334164024689722
Fox Playground,Jointly Operated Playground,Brooklyn,1,795.0,-0.3230769230769231,957.0,3.085714285714286,0.1738031716429459,933.173521456142,2.553274176348101
Francis Lewis Playground,Jointly Operated Playground,Queens,1,912.0,-0.3230769230769231,860.0,3.085714285714286,0.1738031716429459,1070.508492538367,-19.66434586980375
Gonzalo Plasencia Playground,Jointly Operated Playground,Brooklyn,1,788.0,-0.3230769230769231,903.0,3.085714285714286,0.1738031716429459,924.9568992546416,-2.373829447873195
Grady Playground,Jointly Operated Playground,Brooklyn,1,1334.0,-0.3230769230769231,1580.0,3.085714285714286,0.1738031716429459,1565.85343097169,0.9034414555346614
Grassmere Playground,Jointly Operated Playground,Queens,1,904.0,-0.3230769230769231,1357.0,3.085714285714286,0.1738031716429459,1061.1180671652232,27.883978417710413
Greencroft Playground,Jointly Operated Playground,Staten Island,1,1194.0,-0.3230769230769231,1678.0,3.085714285714286,0.1738031716429459,1401.5209869416776,19.727069065275987
Greene Playground,Jointly Operated Playground,Brooklyn,1,965.0,-0.3230769230769231,1346.0,3.085714285714286,0.1738031716429459,1132.720060635443,18.82900698738482
Grove Hill Playground,Jointly Operated Playground,Bronx,1,302.0,-0.3230769230769231,281.0,3.085714285714286,0.1738031716429459,354.4885578361697,-20.730868800039847
Gutenberg Playground,Jointly Operated Playground,Lower Manhattan,1,1272.0,-0.3230769230769231,1667.0,3.085714285714286,0.1738031716429459,1493.077634329827,11.648581538644391
Happy Warrior Playground,Jointly Operated Playground,Upper Manhattan,1,632.0,-0.3230769230769231,685.0,3.085714285714286,0.1738031716429459,741.8436044783418,-7.662478200956356
Harold Schneiderman Playground,Jointly Operated Playground,Queens,1,1212.0,-0.3230769230769231,1520.0,3.085714285714286,0.1738031716429459,1422.6494440312506,6.842905423903639
Hart Playground,Jointly Operated Playground,Queens,1,1076.0,-0.3230769230769231,1290.0,3.085714285714286,0.1738031716429459,1263.01221268781,2.1367796004725417
Hattie Carthan Playground,Jointly Operated Playground,Brooklyn,1,1132.0,-0.3230769230769231,944.0,3.085714285714286,0.1738031716429459,1328.7451902998148,-28.955528351752815
Hickman Playground,Jointly Operated Playground,Brooklyn,1,1411.0,-0.3230769230769231,1993.0,3.085714285714286,0.1738031716429459,1656.2362751881967,20.333072633223004
Hilton White Playground,Jointly Operated Playground,Bronx,1,861.0,-0.3230769230769231,795.0,3.085714285714286,0.1738031716429459,1010.6445307845764,-21.337327241772027
Hollis Playground,Jointly Operated Playground,Queens,1,792.0,-0.3230769230769231,834.0,3.085714285714286,0.1738031716429459,929.6521119412132,-10.289022174271336
Horace Harding Playground,Jointly Operated Playground,Queens,1,805.0,-0.3230769230769231,1145.0,3.085714285714286,0.1738031716429459,944.9115531725716,21.17536251468457
Houston Playground,Jointly Operated Playground,Brooklyn,1,863.0,-0.3230769230769231,945.0,3.085714285714286,0.1738031716429459,1012.9921371278624,-6.712010353865192
Howard Bennett Playground,Jointly Operated Playground,Upper Manhattan,1,4149.0,-0.3230769230769231,4531.0,3.085714285714286,0.1738031716429459,4870.109359146583,-6.963074833416212
Hunts Point Playground,Jointly Operated Playground,Bronx,1,1402.0,-0.3230769230769231,1598.0,3.085714285714286,0.1738031716429459,1645.6720466434103,-2.896813295251899
Jackie Robinson Playground,Jointly Operated Playground,Brooklyn,1,1487.0,-0.3230769230769231,1422.0,3.085714285714286,0.1738031716429459,1745.4453162330608,-18.53081922561203
Jacob H. Schiff Playground,Jointly Operated Playground,Upper Manhattan,1,2070.0,-0.3230769230769231,2081.0,3.085714285714286,0.1738031716429459,2429.7725653008983,-14.354123932488596
James Weldon Johnson Playground,Jointly Operated Playground,Upper Manhattan,1,2497.0,-0.3230769230769231,2418.0,3.085714285714286,0.1738031716429459,2930.9865195924363,-17.50217942536866
John Adams Playground,Jointly Operated Playground,Queens,1,316.0,-0.3230769230769231,280.0,3.085714285714286,0.1738031716429459,370.9218022391709,-24.51239093800812
John Hancock Playground,Jointly Operated Playground,Brooklyn,1,600.0,-0.3230769230769231,583.0,3.085714285714286,0.1738031716429459,704.2819029857676,-17.220647367424764
Lieutenant John H. Martinson Playground,Jointly Operated Playground,Staten Island,1,619.0,-0.3230769230769231,581.0,3.085714285714286,0.1738031716429459,726.5841632469836,-20.03679279168324
Linden Park,Jointly Operated Playground,Brooklyn,1,1961.0,-0.3230769230769231,2100.0,3.085714285714286,0.1738031716429459,2301.8280195918173,-8.768162428903244
Locust Manor Playground,Jointly Operated Playground,Queens,1,562.0,-0.3230769230769231,589.0,3.085714285714286,0.1738031716429459,659.6773824633357,-10.713931437123945
Louis Armstrong Playground,Jointly Operated Playground,Queens,1,1944.0,-0.3230769230769231,2003.0,3.085714285714286,0.1738031716429459,2281.873365673887,-12.221246361387344
Lozada Playground,Jointly Operated Playground,Bronx,1,2067.0,-0.3230769230769231,2215.0,3.085714285714286,0.1738031716429459,2426.2511557859693,-8.70689562711556
Magenta Playground,Jointly Operated Playground,Bronx,1,345.0,-0.3230769230769231,348.0,3.085714285714286,0.1738031716429459,404.9620942168164,-14.066031124957314
Marc And Jason's Playground,Jointly Operated Playground,Brooklyn,1,2517.0,-0.3230769230769231,2379.0,3.085714285714286,0.1738031716429459,2954.4625830252958,-19.47774144548604
Markham Playground,Jointly Operated Playground,Staten Island,1,2692.0,-0.3230769230769231,3463.0,3.085714285714286,0.1738031716429459,3159.87813806281,9.592833922482235
Marx Brothers Playground,Jointly Operated Playground,Upper Manhattan,1,1316.0,-0.3230769230769231,1475.0,3.085714285714286,0.1738031716429459,1544.724973882117,-4.5137467873577535
McKinley Playground,Jointly Operated Playground,Lower Manhattan,1,456.0,-0.3230769230769231,522.0,3.085714285714286,0.1738031716429459,535.2542462691833,-2.4762524279943183
Midland Field,Jointly Operated Playground,Staten Island,1,885.0,-0.3230769230769231,1514.0,3.085714285714286,0.1738031716429459,1038.815806904007,45.74287279206782
Midland Playground,Jointly Operated Playground,Staten Island,1,455.0,-0.3230769230769231,696.0,3.085714285714286,0.1738031716429459,534.0804430975404,30.317447305009782
Naples Playground,Jointly Operated Playground,Staten Island,1,535.0,-0.3230769230769231,655.0,3.085714285714286,0.1738031716429459,627.9846968289761,4.301904697270224
Nathan Straus Playground,Jointly Operated Playground,Lower Manhattan,1,135.0,-0.3230769230769231,219.0,3.085714285714286,0.1738031716429459,158.46342817179772,38.20223538428799
North Rochdale Playground,Jointly Operated Playground,Queens,1,1425.0,-0.3230769230769231,4163.0,3.085714285714286,0.1738031716429459,1672.669519591198,148.88359303740054
Oakland Gardens,Jointly Operated Playground,Queens,1,418.0,-0.3230769230769231,618.0,3.085714285714286,0.1738031716429459,490.6497257467514,25.95543573563116
Open Road Park,Jointly Operated Playground,Lower Manhattan,1,653.0,-0.3230769230769231,850.0,3.085714285714286,0.1738031716429459,766.4934710828437,10.894617119071428
Oracle Playground,Jointly Operated Playground,Brooklyn,1,449.0,-0.3230769230769231,504.0,3.085714285714286,0.1738031716429459,527.0376240676827,-4.37115359808244
Oxport Playground,Jointly Operated Playground,Brooklyn,1,545.0,-0.3230769230769231,715.0,3.085714285714286,0.1738031716429459,639.7227285454056,11.76717163477355
P.S. 125 Playground,Jointly Operated Playground,Brooklyn,1,1578.0,-0.3230769230769231,1552.0,3.085714285714286,0.1738031716429459,1852.2614048525688,-16.210530763419335
P.S. 279 Playground,Jointly Operated Playground,Brooklyn,1,1064.0,-0.3230769230769231,975.0,3.085714285714286,0.1738031716429459,1248.9265746280946,-21.932960687433887
Park Slope Playground,Jointly Operated Playground,Brooklyn,1,329.0,-0.3230769230769231,635.0,3.085714285714286,0.1738031716429459,386.1812434705293,64.43056485431275
Parkside Playground,Jointly Operated Playground,Brooklyn,1,1092.0,-0.3230769230769231,1430.0,3.085714285714286,0.1738031716429459,1281.7930634340971,11.562469855222686
Patrick O'Rourke Park,Jointly Operated Playground,Brooklyn,1,1583.0,-0.3230769230769231,2343.0,3.085714285714286,0.1738031716429459,1858.1304207107837,26.09448582752018
Pena Herrera Park,Jointly Operated Playground,Brooklyn,1,682.0,-0.3230769230769231,827.0,3.085714285714286,0.1738031716429459,800.5337630604892,3.3060737923568424
Peter's Field,Jointly Operated Playground,Lower Manhattan,1,1049.0,-0.3230769230769231,1313.0,3.085714285714286,0.1738031716429459,1231.3195270534504,6.63357245231147
Playground Eighty Nine LXXXIX,Jointly Operated Playground,Upper Manhattan,1,284.0,-0.3230769230769231,359.0,3.085714285714286,0.1738031716429459,333.3601007465967,7.69135214321688
Playground Ninety,Jointly Operated Playground,Queens,1,891.0,-0.3230769230769231,1100.0,3.085714285714286,0.1738031716429459,1045.858625933865,5.176739257449001
Playground One Twenty Five CXXV,Jointly Operated Playground,Upper Manhattan,1,1013.0,-0.3230769230769231,1388.0,3.085714285714286,0.1738031716429459,1189.0626128743042,16.730606527507177
Playground Seventy,Jointly Operated Playground,Lower Manhattan,1,617.0,-0.3230769230769231,729.0,3.085714285714286,0.1738031716429459,724.2365569036976,0.6577192287375453
Playground Seventy Five,Jointly Operated Playground,Queens,1,418.0,-0.3230769230769231,659.0,3.085714285714286,0.1738031716429459,490.6497257467514,34.311702507736136
Playground Sixty Two LXII,Jointly Operated Playground,Queens,1,1505.0,-0.3230769230769231,1752.0,3.085714285714286,0.1738031716429459,1766.5737733226338,-0.8249739435009786
Playground Twenty One,Jointly Operated Playground,Queens,1,485.0,-0.3230769230769231,564.0,3.085714285714286,0.1738031716429459,569.2945382468288,-0.9300173971690604
Pomonok Playground,Jointly Operated Playground,Queens,1,530.0,-0.3230769230769231,759.0,3.085714285714286,0.1738031716429459,622.1156809707613,22.00303307186241
Pontiac Playground,Jointly Operated Playground,Bronx,1,1878.0,-0.3230769230769231,4091.0,3.085714285714286,0.1738031716429459,2204.4023563454525,85.58318032204545
Poor Richard's Playground,Jointly Operated Playground,Upper Manhattan,1,880.0,-0.3230769230769231,904.0,3.085714285714286,0.1738031716429459,1032.9467910457925,-12.483391416051749
Potomac Playground,Jointly Operated Playground,Brooklyn,1,1259.0,-0.3230769230769231,1157.0,3.085714285714286,0.1738031716429459,1477.818193098469,-21.708908077916217
Prall Playground,Jointly Operated Playground,Staten Island,1,1053.0,-0.3230769230769231,1989.0,3.085714285714286,0.1738031716429459,1236.0147397400222,60.92041106389697
