"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-06","2.9",",W","111.2","W","73.5",",W","13",",W","5",",W",,,,,"0",",W","0",",W","0",",W","27",",W","2",",W","9.4",",W,12,+",,,,,"46.5",",,W,28,","33.3",",W,30,","3027.4","W","21.2",",W","89.7",",,,W",,,,,"20.1",",W","25.3",",,,W","14.8",",,,W",,,"310",",W","320",",W","11.2",",W","14.8",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-07","2.7",",W","283.8","W","172.6",",W","11",",W","9",",W",,,,,"0",",W","0",",W","0",",W","31",",W","5",",W","11.7",",W,08,",,,,,"36.1",",,W,22,","34.4",",W,01,","0.3","W","0.3",",W","107.0",",,,W",,,,,"23.9",",W","29.0",",,,W","18.8",",,,W",,,"290",",W","290",",W","11.2",",W","15.2",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-08","2.4",",W","469.3","W","185.5",",W","16",",W","14",",W",,,,,"0",",W","0",",W","0",",W","31",",W","3",",W","14.4",",W,24,",,,,,"74.7",",,W,11,","33.9",",W,28,","0.3","W","0.0",",W","201.4",",,,W",,,,,"24.3",",W","28.5",",,,W","20.1",",,,W",,,"310",",W","310",",W","11.6",",W","15.2",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-09","2.5",",W","548.5","W","79.2",",W","13",",W","8",",W",,,,,"0",",W","0",",W","0",",W","23",",W","1",",W","10.6",",W,30,+",,,,,"112.0",",,W,25,","33.3",",W,06,","29.1","W","28.8",",W","231.7",",,,W",,,,,"20.0",",W","23.8",",,,W","16.3",",,,W",,,"320",",W","100",",W","9.8",",W","13.4",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-10","3.3",",W","563.0","W","14.5",",W","15",",W","5",",W",,,,,"0",",W","1",",W","0",",W","8",",W","0",",W","0.0",",W,26,",,,,,"57.4",",,W,02,","26.1",",W,10,","225.9","W","196.8",",W","114.5",",,,W",,,,,"12.4",",W","16.6",",,,W","8.3",",,,W",,,"310",",W","280",",W","13.4",",W","17.4",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-11","4.1",",W","563.0","W","0.0",",W","15",",W","11",",W",,,,,"0",",W","10",",W","2",",W","1",",W","0",",W","-11.6",",W,23,",,,,,"24.4",",,W,13,","21.1",",W,01,","619.6","W","393.7",",W","156.7",",,,W",,,,,"5.2",",W","9.0",",,,W","1.4",",,,W",,,"310",",W","320",",W","15.7",",W","20.1",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2018-12","3.7",",W","563.0","W","0.0","1,W","11",",W","7",",W",,,,,"0","1,W","20","1,W","0",",W","0",",W","0",",W","-7.1","1,W,19,",,,,,"64.3",",,W,21,","16.7",",W,21,","1093.3","W","473.7",",W","163.5",",,,W",,,,,"2.5","1,W","6.2",",,,W","-1.2","1,,,W",,,"300",",W","330",",W","15.7",",W","19.7",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-01","4.5","2,W","0.0","W","0.0","2,W","9",",W","7",",W",,,,,"0","2,W","27","2,W","9","2,W","0","2,W","0","2,W","-17.7","2,W,31,",,,,,"42.7",",,W,24,","13.3","2,W,01,","1670.1","W","576.8","2,W","112.3",",,,W",,,,,"-1.6","2,W","2.6","2,,,W","-5.7","2,,,W",,,"300",",W","310",",W","17.4",",W","23.3",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-02","4.1",",W","0.0","W","0.0",",W","10",",W","5",",W",,,,,"0",",W","26",",W","4",",W","0",",W","0",",W","-13.2",",W,01,",,,,,"15.2",",,W,12,","17.2",",W,05,","2171.7","W","501.6",",W","64.4",",,,W",,,,,"0.4",",W","4.6",",,,W","-3.7",",,,W",,,"300",",W","310",",W","17.9",",W","25.9",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-03","4.3",",W","0.0","W","0.0",",W","9",",W","8",",W",,,,,"0",",W","20",",W","4",",W","0",",W","0",",W","-11.0",",W,08,",,,,,"12.7",",,W,03,","19.4",",W,15,","2648.8","W","477.1",",W","71.8",",,,W",,,,,"2.9",",W","7.4",",,,W","-1.6",",,,W",,,"300",",W","300",",W","16.5",",W","20.6",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-04","4.1",",W","0.0","W","0.0",",W","19",",W","11",",W",,,,,"0",",W","3",",W","0",",W","4",",W","0",",W","-2.1",",W,02,",,,,,"29.7",",,W,26,","23.9",",W,13,+","2878.1","W","229.3",",W","120.8",",,,W",,,,,"10.7",",W","15.4",",,,W","5.9",",,,W",,,"300",",W","310",",W","16.1",",W","22.4",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-05","3.2",",W","12.6","W","12.6",",W","20",",W","12",",W",,,,,"0",",W","0",",W","0",",W","14",",W","0",",W","4.4",",W,13,+",,,,,"33.5",",,W,12,","29.4",",W,20,","2995.1","W","117.0",",W","176.4",",,,W",,,,,"15.0",",W","19.5",",,,W","10.4",",,,W",,,"330",",W","290",",W","13.0",",W","18.3",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-06","3.1",",W","88.7","W","76.1",",W","12",",W","9",",W",,,,,"0",",W","0",",W","0",",W","26",",W","1",",W","8.3",",W,04,",,,,,"17.5",",,W,18,","32.8",",W,29,","3011.0","W","15.9",",W","70.3",",,,W",,,,,"20.3",",W","25.3",",,,W","15.4",",,,W",,,"350",",W","350",",W","11.6",",W","16.5",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-07","2.4",",W","291.6","W","202.9",",W","10",",W","8",",W",,,,,"0",",W","0",",W","0",",W","31",",W","5",",W","16.1",",W,01,",,,,,"41.9",",,W,18,","35.0",",W,21,","0.0","W","0.0",",W","192.0",",,,W",,,,,"24.9",",W","29.9",",,,W","19.9",",,,W",,,"320",",W","340",",W","14.8",",W","22.8",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-08","2.4","1,W","413.6","W","122.0","1,W","12","1,W","8","1,W",,,,,"0","1,W","0","1,W","0","1,W","30","1,W","1","1,W","11.7","1,W,26,",,,,,"17.5","1,,W,03,","32.2","1,W,19,","1.9","W","1.9","1,W","68.7","1,,,W",,,,,"22.3","1,W","27.1","1,,,W","17.6","1,,,W",,,"300","1,W","290","1,W","13.4","1,W","17.4","1,W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-09","2.7",",W","457.1","W","43.5",",W","9",",W","4",",W",,,,,"0",",W","0",",W","0",",W","25",",W","0",",W","6.1",",W,19,",,,,,"4.6",",,W,26,","31.1",",W,23,","23.1","W","21.2",",W","18.3",",,,W",,,,,"19.1",",W","24.5",",,,W","13.7",",,,W",,,"310",",W","310",",W","10.3",",W","13.0",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-10","3.4",",W","465.7","W","8.6",",W","15",",W","11",",W",,,,,"0",",W","0",",W","0",",W","5",",W","1",",W","1.7",",W,19,",,,,,"65.0",",,W,16,","32.2",",W,02,","180.8","W","157.7",",W","210.5",",,,W",,,,,"13.5",",W","17.9",",,,W","9.1",",,,W",,,"300",",W","290",",W","17.9",",W","24.6",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-11","3.8",",W","465.7","W","0.0","1,W","9",",W","5",",W",,,,,"0",",W","13",",W","0","1,W","0","1,W","0","1,W","-6.6",",W,13,",,,,,"18.5",",,W,24,","20.0","1,W,01,","575.4","W","394.6","1,W","49.7",",,,W",,,,,"4.7","1,W","9.3","1,,,W","0.0",",,,W",,,"330",",W","350",",W","16.5",",W","21.9",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2019-12","3.8",",W","465.7","W","0.0","3,W","12",",W","10",",W",,,,,"0","2,W","21","2,W","3","3,W","0","3,W","0","3,W","-9.9","2,W,19,",,,,,"31.8",",,W,09,","18.9","3,W,23,","1029.5","W","454.1","3,W","145.0",",,,W",,,,,"2.0","3,W","6.3","3,,,W","-2.2","2,,,W",,,"290",",W","280",",W","14.8",",W","20.1",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-01","3.8",",W","0.0","W","0.0",",W","9",",W","5",",W",,,,,"0",",W","22",",W","4",",W","0",",W","0",",W","-10.5",",W,21,",,,,,"30.5",",,W,25,","18.9",",W,12,","1539.7","W","510.2",",W","51.2",",,,W",,,,,"1.9",",W","6.0",",,,W","-2.2",",,,W",,,"320",",W","320",",W","16.5",",W","22.8",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-02","3.5",",W","0.0","W","0.0",",W","11",",W","6",",W",,,,,"0",",W","20",",W","1",",W","0",",W","0",",W","-12.7",",W,15,",,,,,"13.5",",,W,27,","15.0",",W,24,","2004.3","W","464.6",",W","62.3",",,,W",,,,,"2.3",",W","6.2",",,,W","-1.6",",,,W",,,"300",",W","280",",W","16.5",",W","21.0",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-03","4.1",",W","0.0","W","0.0","1,W","12",",W","8",",W",,,,,"0","1,W","12","1,W","0","1,W","2","1,W","0","1,W","-6.0","1,W,01,",,,,,"20.1",",,W,23,","23.3","1,W,20,","2355.0","W","350.7","1,W","77.2",",,,W",,,,,"6.6","1,W","11.2","1,,,W","2.1","1,,,W",,,"340",",W","300",",W","14.3",",W","19.2",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-04","4.7",",W","0.0","W","0.0",",W","12",",W","8",",W",,,,,"0",",W","3",",W","0",",W","0",",W","0",",W","-0.5",",W,19,+",,,,,"65.5",",,W,13,","17.8",",W,13,+","2666.9","W","311.9",",W","132.5",",,,W",,,,,"7.9",",W","12.4",",,,W","3.4",",,,W",,,"300",",W","310",",W","17.4",",W","21.9",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-05","3.8",",W","11.3","W","11.3",",W","13",",W","5",",W",,,,,"0",",W","1",",W","0",",W","10",",W","0",",W","0.0",",W,09,",,,,,"13.7",",,W,23,","28.3",",W,15,","2811.1","W","144.2",",W","49.2",",,,W",,,,,"14.1",",W","19.4",",,,W","8.6",",,,W",,,"280",",W","300",",W","15.7",",W","21.9",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-06","2.7",",W","103.7","W","92.4",",W","8",",W","4",",W",,,,,"0",",W","0",",W","0",",W","29",",W","0",",W","5.6",",W,01,",,,,,"14.0",",,W,28,+","31.7",",W,22,","2827.2","W","16.1",",W","46.1",",,,W",,,,,"20.9",",W","26.5",",,,W","15.3",",,,W",,,"320",",W","330",",W","19.2",",W","25.5",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-07","2.6",",W","308.5","W","204.8",",W","10","1,W","7","1,W",,,,,"0",",W","0",",W","0",",W","31",",W","8",",W","17.2",",W,02,+",,,,,"31.0","1,,W,10,","33.9",",W,19,","0.0","W","0.0",",W","144.3","1,,,W",,,,,"24.9",",W","29.8",",,,W","20.0",",,,W",,,"100",",W","90",",W","10.7",",W","16.1",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-08","2.6",",W","459.0","W","150.5",",W","11",",W","10",",W",,,,,"0",",W","0",",W","0",",W","30",",W","1",",W","12.8",",W,20,",,,,,"21.8",",,W,17,","32.2",",W,10,","0.0","W","0.0",",W","83.8",",,,W",,,,,"23.2",",W","27.8",",,,W","18.6",",,,W",,,"140",",W","150",",W","18.3",",W","26.4",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-09","2.9",",W","503.9","W","44.9",",W","8",",W","7",",W",,,,,"0",",W","0",",W","0",",W","24",",W","0",",W","5.0",",W,21,",,,,,"24.6",",,W,30,","28.3",",W,04,+","41.9","W","41.9",",W","88.6",",,,W",,,,,"18.4",",W","23.5",",,,W","13.3",",,,W",,,"170",",W","180",",W","13.0",",W","20.1",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-10","2.9",",W","503.9","W","0.0",",W","11",",W","6",",W",,,,,"0",",W","2",",W","0",",W","3",",W","0",",W","-2.1",",W,31,",,,,,"34.5",",,W,29,","21.7",",W,10,+","215.1","W","173.2",",W","105.5",",,,W",,,,,"12.8",",W","17.1",",,,W","8.4",",,,W",,,"320",",W","290",",W","14.8",",W","18.8",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-11","3.4",",W","503.9","W","0.0",",W","9",",W","8",",W",,,,,"0",",W","4",",W","0",",W","5",",W","0",",W","-5.5",",W,19,",,,,,"33.3",",,W,30,","23.9",",W,09,","499.2","W","284.1",",W","113.1",",,,W",,,,,"8.9",",W","14.1",",,,W","3.6",",,,W",,,"300",",W","280",",W","18.3",",W","23.7",",W"
"USW00094745","WESTCHESTER CO AIRPORT, NY US","41.06236","-73.70463","111.9","2020-12","3.9",",W","503.9","W","0.0",",W","7","2,W","3","2,W",,,,,"0",",W","22",",W","5",",W","0",",W","0",",W","-10.5",",W,19,",,,,,"22.6","2,,W,05,","15.0",",W,24,","1014.3","W","515.1",",W","37.0","2,,,W",,,,,"1.7",",W","5.8",",,,W","-2.4",",,,W",,,"150",",W","150",",W","15.7",",W","20.6",",W"
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-01",,,,,,,"8","4,7","6","4,7",,,,,,,,,,,,,,,,,,,,,"25.9","4,,7,13,",,,,,,,"81.6","4,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-02",,,,,,,"16","2,7","12","2,7",,,,,,,,,,,,,,,,,,,,,"27.2","2,,7,05,",,,,,,,"146.4","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-03",,,,,,,"10","1,7","4","1,7",,,,,,,,,,,,,,,,,,,,,"50.8","1,,7,02,",,,,,,,"99.1","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-04",,,,,,,"16","2,7","8","2,7",,,,,,,,,,,,,,,,,,,,,"77.0","2,,7,17,",,,,,,,"157.4","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-05",,,,,,,"15",",7","9",",7",,,,,,,,,,,,,,,,,,,,,"21.3",",,7,17,",,,,,,,"82.4",",,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-06",,,,,,,"12","2,7","6","2,7",,,,,,,,,,,,,,,,,,,,,"39.9","2,,7,28,",,,,,,,"97.0","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-07",,,,,,,"12","1,7","9","1,7",,,,,,,,,,,,,,,,,,,,,"40.9","1,,7,18,",,,,,,,"135.6","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-08",,,,,,,"13","2,7","10","2,7",,,,,,,,,,,,,,,,,,,,,"67.8","2,,7,12,",,,,,,,"168.1","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-09",,,,,,,"16","2,7","8","2,7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","104.1","2,,7,26,",,,,,,,"226.4","2,,,7",,,"0",",,,7",,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-10",,,,,,,"15",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","78.7",",,7,03,",,,,,,,"148.4",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-11",,,,,,,"18",",7","11",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","26.2",",,7,13,",,,,,,,"193.7",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2018-12",,,,,,,"11","4,7","5","4,7",,,,,,,,,,,,,,,,,,,,,"58.2","4,,7,22,",,,,,,,"148.8","4,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-01",,,,,,,"8","4,7","5","4,7",,,,,,,,,,,,,,,,,,,,,"38.1","4,,7,25,",,,,,,,"110.5","4,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-02",,,,,,,"9","1,7","7","1,7",,,,,,,,,,,,,,,,,,,,,"24.1","1,,7,13,",,,,,,,"84.4","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-03",,,,,,,"7","3,7","4","3,7",,,,,,,,,,,,,,,,,,,,,"12.7","3,,7,11,",,,,,,,"41.4","3,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-05",,,,,,,"22",",7","12",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","36.3",",,7,12,",,,,,,,"188.5",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-06",,,,,,,"11","2,7","7","2,7",,,,,,,,,,,,,,,,,,,,,"31.5","2,,7,19,",,,,,,,"87.1","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-07",,,,,,,"8","1,7","6","1,7",,,,,,,,,,,,,,,,,,,,,"34.3","1,,7,19,",,,,,,,"185.7","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-08",,,,,,,"13","2,7","9","2,7",,,,,,,,,,,,,,,,,,,,,"23.9","2,,7,04,",,,,,,,"89.2","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-09",,,,,,,"8","1,7","4","1,7",,,,,,,,,,,,,,,,,,,,,"8.9","1,,7,27,",,,,,,,"24.1","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-10",,,,,,,"13","2,7","8","2,7",,,,,,,,,,,,,,,,,,,,,"68.6","2,,7,28,",,,,,,,"195.7","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-11",,,,,,,"7","1,7","5","1,7",,,,,,,,,,,,,,,,,,,,,"19.3","1,,7,19,",,,,,,,"50.0","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2019-12",,,,,,,"10","2,7","8","2,7",,,,,,,,,,,,,,,,,,,,,"53.3","2,,7,15,",,,,,,,"171.7","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-05",,,,,,,"12","1,7","7","1,7",,,,,,,,,,,,,,,,,,,,,"18.5","1,,7,01,",,,,,,,"58.2","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-06",,,,,,,"6","3,7","4","3,7",,,,,,,,,,,,,,,,,,,,,"17.8","3,,7,29,",,,,,,,"47.5","3,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-07",,,,,,,"11","2,7","8","2,7",,,,,,,,,,,,,,,,,,,,,"32.5","2,,7,31,",,,,,,,"147.5","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-08",,,,,,,"11","1,7","10","1,7",,,,,,,,,,,,,,,,,,,,,"24.6","1,,7,14,",,,,,,,"95.3","1,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-09",,,,,,,"6","2,7","6","2,7",,,,,,,,,,,,,,,,,,,,,"42.7","2,,7,30,",,,,,,,"100.9","2,,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-11",,,,,,,"9",",7","7",",7",,,,,,,,,,,,,,,,,,,,,"29.2",",,7,12,",,,,,,,"87.7",",,,7",,,,,,,,,,,,,,,,,,,,
"USC00066655","PUTNAM LAKE, CT US","41.0825","-73.6386","91.4","2020-12",,,,,,,"11",",7","8",",7",,,,,,,,,,,,,,,,,,,,,"35.1",",,7,01,",,,,,,,"125.1",",,,7",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-01",,,,,,,"13",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"50.8",",,N,13,",,,,,,,"86.1",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-02",,,,,,,"12","2,N","10","2,N",,,,,,,,,,,,,,,,,,,,,"26.7","2,,N,08,",,,,,,,"146.4","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-03",,,,,,,"11","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"35.6","1,,N,08,",,,,,,,"97.1","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-04",,,,,,,"15",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"40.1",",,N,17,",,,,,,,"152.5",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-05",,,,,,,"21",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"18.8",",,N,27,",,,,,,,"107.8",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-06",,,,,,,"15",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"17.3",",,N,04,",,,,,,,"66.9",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-07",,,,,,,"15","1,N","11","1,N",,,,,,,,,,,,,,,,,,,,,"33.5","1,,N,25,",,,,,,,"169.3","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-08",,,,,,,"17",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"64.3",",,N,12,",,,,,,,"264.9",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-09",,,,,,,"18",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"55.1",",,N,26,",,,,,,,"159.6",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-10",,,,,,,"13","3,N","3","3,N",,,,,,,,,,,,,,,,,,,,,"31.5","3,,N,12,",,,,,,,"85.1",",a,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-11",,,,,,,"11",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"48.3",",,N,25,",,,,,,,"209.1",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2018-12",,,,,,,"11",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"40.9",",,N,21,",,,,,,,"158.3",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2019-01",,,,,,,"13",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"33.8",",,N,20,",,,,,,,"132.1",",,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2019-02",,,,,,,"7","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"23.1","1,,N,21,",,,,,,,"89.7","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2019-03",,,,,,,"11","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"26.4","1,,N,22,",,,,,,,"95.1","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1NJMS0049","FLORHAM PARK 0.2 WNW, NJ US","40.77797","-74.3992","62.5","2019-04",,,,,,,"17",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"32.0",",,N,20,",,,,,,,"120.8",",,,N",,,,,,,,,,,,,,,,,,,,
