date,year,month,park_type,visitor_count,visitor_count_monthly_total,fraction_to_monthly_total
2020-05-01,2020,5,Nature Area,11524,216901,5.3130229920562835
2020-05-01,2020,5,Neighborhood Park,38318,216901,17.666124176467605
2020-05-01,2020,5,Parkway,1513,216901,0.697553261626272
2020-05-01,2020,5,Playground,21889,216901,10.091700822034015
2020-05-01,2020,5,Recreation Field/Courts,12399,216901,5.716432842633275
2020-05-01,2020,5,School Yard to Playground,589,216901,0.27155245941696904
2020-05-01,2020,5,Strip,320,216901,0.14753274535387112
2020-05-01,2020,5,Triangle/Plaza,7058,216901,3.25401911471132
2020-05-01,2020,5,Undeveloped,3460,216901,1.5951978091387315
2020-05-01,2020,5,Waterfront Facility,3160,216901,1.4568858603694774
2020-06-01,2020,6,Buildings/Institutions,4697,265669,1.7679894906820142
2020-06-01,2020,6,Cemetery,135,265669,0.050815112037911836
2020-06-01,2020,6,Community Park,55970,265669,21.06756904268093
2020-06-01,2020,6,Flagship Park,43786,265669,16.481411079200058
2020-06-01,2020,6,Garden,3685,265669,1.3870643545163341
2020-06-01,2020,6,Historic House Park,1235,265669,0.4648641730875639
2020-06-01,2020,6,Jointly Operated Playground,26224,265669,9.870929615423703
2020-06-01,2020,6,Lot,129,265669,0.048556662614004646
2020-06-01,2020,6,Nature Area,14332,265669,5.394682857239648
2020-06-01,2020,6,Neighborhood Park,47902,265669,18.03070738400039
2020-06-01,2020,6,Parkway,2247,265669,0.8457893092532438
2020-06-01,2020,6,Playground,29263,265669,11.014834248632697
2020-06-01,2020,6,Recreation Field/Courts,14122,265669,5.315637127402896
2020-06-01,2020,6,School Yard to Playground,730,265669,0.2747780132420418
2020-06-01,2020,6,Strip,379,265669,0.142658721943471
2020-06-01,2020,6,Triangle/Plaza,9565,265669,3.600344789945383
2020-06-01,2020,6,Undeveloped,4097,265669,1.5421445482912948
2020-06-01,2020,6,Waterfront Facility,7171,265669,2.6992234698064133
2020-07-01,2020,7,Buildings/Institutions,4496,281938,1.5946768438451009
2020-07-01,2020,7,Cemetery,149,281938,0.05284849860607651
2020-07-01,2020,7,Community Park,57418,281938,20.36547042257518
2020-07-01,2020,7,Flagship Park,43032,281938,15.262930147762985
2020-07-01,2020,7,Garden,3795,281938,1.3460406188594656
2020-07-01,2020,7,Historic House Park,1306,281938,0.46322241060091224
2020-07-01,2020,7,Jointly Operated Playground,27355,281938,9.702487781001496
2020-07-01,2020,7,Lot,41,281938,0.014542204314423737
2020-07-01,2020,7,Nature Area,23596,281938,8.369215926905916
2020-07-01,2020,7,Neighborhood Park,47447,281938,16.828877270889343
2020-07-01,2020,7,Parkway,4283,281938,1.5191283189921188
2020-07-01,2020,7,Playground,34106,281938,12.096985862139903
2020-07-01,2020,7,Recreation Field/Courts,13969,281938,4.9546354162972
2020-07-01,2020,7,School Yard to Playground,412,281938,0.1461314189644532
2020-07-01,2020,7,Strip,322,281938,0.11420950705474255
2020-07-01,2020,7,Triangle/Plaza,10137,281938,3.5954713447637427
2020-07-01,2020,7,Undeveloped,1612,281938,0.5717569110939285
2020-07-01,2020,7,Waterfront Facility,8462,281938,3.0013690953330165
2020-08-01,2020,8,Buildings/Institutions,4430,280991,1.576562950414782
2020-08-01,2020,8,Cemetery,130,280991,0.04626482698734123
2020-08-01,2020,8,Community Park,61028,280991,21.718845087565082
2020-08-01,2020,8,Flagship Park,44177,280991,15.721855860152104
2020-08-01,2020,8,Garden,3526,280991,1.2548444612105014
2020-08-01,2020,8,Historic House Park,1281,280991,0.4558864874675701
2020-08-01,2020,8,Jointly Operated Playground,29097,280991,10.355135929620522
2020-08-01,2020,8,Lot,51,280991,0.018150047510418484
2020-08-01,2020,8,Nature Area,18943,280991,6.7414970586246525
2020-08-01,2020,8,Neighborhood Park,50601,280991,18.0080500798958
2020-08-01,2020,8,Parkway,4655,280991,1.656636689431334
2020-08-01,2020,8,Playground,33565,280991,11.945222444846989
2020-08-01,2020,8,Recreation Field/Courts,8771,280991,3.121452288507461
2020-08-01,2020,8,School Yard to Playground,507,280991,0.18043282525063079
2020-08-01,2020,8,Strip,309,280991,0.10996793491606494
2020-08-01,2020,8,Triangle/Plaza,11783,280991,4.193372741475706
2020-08-01,2020,8,Undeveloped,1659,280991,0.5904103690153777
2020-08-01,2020,8,Waterfront Facility,6478,280991,2.3054119171076652
2020-09-01,2020,9,Buildings/Institutions,5401,293251,1.8417669504963325
2020-09-01,2020,9,Cemetery,116,293251,0.03955655735189309
2020-09-01,2020,9,Community Park,54878,293251,18.713661675493007
2020-09-01,2020,9,Flagship Park,49128,293251,16.752884048136238
2020-09-01,2020,9,Garden,3807,293251,1.2982052917125602
2020-09-01,2020,9,Historic House Park,1616,293251,0.5510637644884416
2020-09-01,2020,9,Jointly Operated Playground,31741,293251,10.823833507814125
2020-09-01,2020,9,Lot,48,293251,0.016368230628369555
2020-09-01,2020,9,Nature Area,16670,293251,5.684550095310843
2020-09-01,2020,9,Neighborhood Park,62606,293251,21.348946806660507
2020-09-01,2020,9,Parkway,4417,293251,1.5062182226147567
2020-09-01,2020,9,Playground,30666,293251,10.457253342699598
2020-09-01,2020,9,Recreation Field/Courts,12414,293251,4.233233646262076
2020-09-01,2020,9,School Yard to Playground,433,293251,0.1476550804600837
2020-09-01,2020,9,Strip,252,293251,0.08593321079894016
2020-09-01,2020,9,Triangle/Plaza,12616,293251,4.302116616823131
2020-09-01,2020,9,Undeveloped,1446,293251,0.4930929476796328
2020-09-01,2020,9,Waterfront Facility,4996,293251,1.7036600045694645
2020-10-01,2020,10,Buildings/Institutions,8300,260277,3.188910276359417
2020-10-01,2020,10,Cemetery,178,260277,0.06838867821590075
2020-10-01,2020,10,Community Park,46754,260277,17.963170007338334
2020-10-01,2020,10,Flagship Park,33309,260277,12.797519565693472
2020-10-01,2020,10,Garden,3720,260277,1.429246533500847
2020-10-01,2020,10,Historic House Park,1645,260277,0.6320189644109929
2020-10-01,2020,10,Jointly Operated Playground,30189,260277,11.598796666628246
2020-10-01,2020,10,Lot,50,260277,0.019210302869635043
2020-10-01,2020,10,Nature Area,17601,260277,6.762410816168927
2020-10-01,2020,10,Neighborhood Park,51319,260277,19.717070659336013
2020-10-01,2020,10,Parkway,4101,260277,1.5756290413674663
2020-10-01,2020,10,Playground,31670,260277,12.167805837626835
2020-10-01,2020,10,Recreation Field/Courts,12757,260277,4.901316674158685
2020-10-01,2020,10,School Yard to Playground,519,260277,0.19940294378681173
2020-10-01,2020,10,Strip,327,260277,0.12563538076741318
2020-10-01,2020,10,Triangle/Plaza,12821,260277,4.925905861831818
2020-10-01,2020,10,Undeveloped,1431,260277,0.549798868128955
2020-10-01,2020,10,Waterfront Facility,3586,260277,1.3777629218102252
2020-11-01,2020,11,Buildings/Institutions,4293,264856,1.6208807804995922
2020-11-01,2020,11,Cemetery,144,264856,0.05436916664149575
2020-11-01,2020,11,Community Park,36592,264856,13.815809345455643
2020-11-01,2020,11,Flagship Park,26025,264856,9.82609417947866
2020-11-01,2020,11,Garden,2974,264856,1.1228743166097803
2020-11-01,2020,11,Historic House Park,1135,264856,0.42853475095901167
2020-11-01,2020,11,Jointly Operated Playground,45811,264856,17.29656870148307
2020-11-01,2020,11,Lot,21,264856,0.007928836801884798
2020-11-01,2020,11,Nature Area,14985,264856,5.657791403630652
2020-11-01,2020,11,Neighborhood Park,68395,264856,25.82346633642432
2020-11-01,2020,11,Parkway,3174,264856,1.1983870480563021
2020-11-01,2020,11,Playground,35800,264856,13.516778928927417
2020-11-01,2020,11,Recreation Field/Courts,11337,264856,4.280439182046093
2020-11-01,2020,11,School Yard to Playground,403,264856,0.15215815386474157
2020-11-01,2020,11,Strip,266,264856,0.10043193282387411
2020-11-01,2020,11,Triangle/Plaza,10250,264856,3.870027486634246
2020-11-01,2020,11,Undeveloped,993,264856,0.37492071163198115
2020-11-01,2020,11,Waterfront Facility,2258,264856,0.852538738031232
2020-12-01,2020,12,Buildings/Institutions,3652,271409,1.3455707069404477
2020-12-01,2020,12,Cemetery,107,271409,0.0394238953019244
2020-12-01,2020,12,Community Park,38273,271409,14.10159574664068
2020-12-01,2020,12,Flagship Park,28215,271409,10.395749588259786
2020-12-01,2020,12,Garden,2701,271409,0.995177020658858
2020-12-01,2020,12,Historic House Park,874,271409,0.32202321956898994
2020-12-01,2020,12,Jointly Operated Playground,36537,271409,13.461970678938428
2020-12-01,2020,12,Lot,33,271409,0.012158771448257059
2020-12-01,2020,12,Nature Area,14386,271409,5.3004874562007895
2020-12-01,2020,12,Neighborhood Park,65291,271409,24.056313534186412
2020-12-01,2020,12,Parkway,3176,271409,1.1701896399898308
2020-12-01,2020,12,Playground,59375,271409,21.8765774163716
2020-12-01,2020,12,Recreation Field/Courts,8831,271409,3.253760929077518
2020-12-01,2020,12,School Yard to Playground,319,271409,0.11753479066648491
2020-12-01,2020,12,Strip,243,271409,0.08953277157352925
2020-12-01,2020,12,Triangle/Plaza,7074,271409,2.6063984613627404
2020-12-01,2020,12,Undeveloped,923,271409,0.3400771529315535
2020-12-01,2020,12,Waterfront Facility,1399,271409,0.5154582198821704
